Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;EFA;EFA_weighted;EFA_km;EFA_km_weighted;EFA_WTT;EFA_WTT_km;EFA_WTW;EFA_WTW_km
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;3.03479E+13;2.11036E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;4.288973331;4.734940052;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;3.127806902;4.734940052;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;7.50306654;9.196341515;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;5.407702923;9.196341515;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;11.10810661;13.73959446;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;7.99825716;13.73959446;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;15.16036987;18.78388405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;10.91405678;18.78388405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;19.25600624;23.87748718;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;13.86135483;23.87748718;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;23.53512001;29.18360138;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;16.94165611;29.18360138;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;27.81423378;34.48971176;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;20.0219574;34.48971176;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;32.09334564;39.79581833;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;23.10225868;39.79581833;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;36.37245941;45.10193634;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;26.18255997;45.10193634;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;40.65156937;50.40804291;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;29.26286125;50.40804291;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;44.93068314;55.7141571;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;32.34316254;55.7141571;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;49.20979691;61.02025986;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;35.42346191;61.02025986;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;51.36990356;63.69879532;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;36.978405;63.69879532;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;8.179656982;7.457174301;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;6.189672947;7.457174301;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;18.940485;19.40221405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;13.90593338;19.40221405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;28.74030113;30.46120262;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;21.01835632;30.46120262;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;39.40467834;42.05116653;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;28.79673004;42.05116653;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;50.15700531;53.69802856;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;36.64221191;53.69802856;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;61.30300522;65.63091278;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;44.78492737;65.63091278;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;72.44900513;77.56380463;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;52.92763901;77.56380463;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;83.59500885;89.49669647;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;61.07035446;89.49669647;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;94.74100494;101.4296036;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;69.2130661;101.4296036;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;105.8870163;113.3624954;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;77.35578156;113.3624954;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;117.0330124;125.2953644;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;85.49849701;125.2953644;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;128.1790161;137.228302;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;93.64121246;137.228302;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;133.8055267;143.2520447;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;97.75166321;143.2520447;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;4.565599918;5.043848991;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;3.337293625;5.043848991;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;7.986992359;9.795593262;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;5.769887447;9.795593262;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;11.82454681;14.63480186;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;8.533945084;14.63480186;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;16.13817024;20.00772476;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;11.64503288;20.00772476;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;20.49796295;25.43318748;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;14.78972721;25.43318748;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;25.05306816;31.08501244;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;18.076334;31.08501244;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;29.60817146;36.73683548;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;21.36294174;36.73683548;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;34.16327286;42.38865662;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;24.64954567;42.38865662;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;38.71837616;48.04047012;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;27.93615341;48.04047012;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;43.27347946;53.69228745;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;31.22275925;53.69228745;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;47.82858276;59.34412384;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;34.50936508;59.34412384;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;52.38368225;64.9959259;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;37.79597092;64.9959259;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;54.6831131;67.84897614;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;39.45505524;67.84897614;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;8.707221031;7.945002556;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;6.604229927;7.945002556;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;20.1620903;20.66919899;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;14.83729172;20.66919899;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;30.59396744;32.44948196;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;22.42607498;32.44948196;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;41.94616699;44.79571915;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;30.72540855;44.79571915;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;53.39198685;57.20258331;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;39.09634781;57.20258331;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;65.25687408;69.91426086;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;47.78442383;69.91426086;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;77.12175751;82.62594604;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;56.47249985;82.62594604;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;88.98664093;95.3376236;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;65.16057587;95.3376236;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;100.8515244;108.0493088;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;73.8486557;108.0493088;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;112.7164154;120.7610016;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;82.53673553;120.7610016;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;124.5812988;133.4726715;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;91.22480774;133.4726715;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;136.4461823;146.1843567;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;99.91288757;146.1843567;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;142.4355927;152.6012726;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;104.298645;152.6012726;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.013476743;0.006123221;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000526606;0.006123221;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.019173864;0.009836711;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000642366;0.009836711;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.018324928;0.01015486;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000663396;0.01015486;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.018983565;0.01034849;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000663396;0.01034849;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.019070586;0.010380833;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000665978;0.010380833;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.018581867;0.010251272;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000671195;0.010251272;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.018087061;0.010120805;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;-0.000676492;0.010120805;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.017586056;0.009989426;;;;;;
