Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;14612;Dresden, Stadt;22;9;13;19;3;3;
;;14713;Leipzig, Stadt;41;29;12;36;5;3;
;;140;Übrige Kreise (Regierungsbezirk);42;33;9;*;*;*;
;;140;Sachsen;115;78;37;104;11;7;
;;14;Sachsen;115;78;37;104;11;7;
;;15002;Halle (Saale), Stadt;15;7;8;15;-;-;
;;15003;Magdeburg, Landeshauptstadt;10;5;5;7;3;-;
;;15082;Anhalt-Bitterfeld;18;*;*;18;-;-;
;;150;Übrige Kreise (Regierungsbezirk);9;*;*;*;*;-;
;;150;Sachsen-Anhalt;52;36;16;48;4;-;
;;15;Sachsen-Anhalt;52;36;16;48;4;-;
;;16051;Erfurt, Stadt;500;230;270;472;28;6;
;;16053;Jena, Stadt;46;22;24;*;*;*;
;;16054;Suhl, Stadt;26;8;18;26;-;*;
;;16055;Weimar, Stadt;17;12;5;17;-;*;
;;16061;Eichsfeld;30;11;19;*;*;-;
;;16063;Wartburgkreis;3,406;2,080;1,326;3,240;166;107;
;;16064;Unstrut-Hainich-Kreis;173;77;96;167;6;5;
;;16066;Schmalkalden-Meiningen;174;76;98;161;13;8;
;;16067;Gotha;732;389;343;654;78;16;
;;16068;Sömmerda;20;13;7;*;*;-;
;;16069;Hildburghausen;22;4;18;22;-;-;
;;16070;Ilm-Kreis;63;42;21;60;3;*;
;;16071;Weimarer Land;27;19;8;*;*;*;
;;16073;Saalfeld-Rudolstadt;12;9;3;12;-;-;
;;160;Übrige Kreise (Regierungsbezirk);29;17;12;25;4;*;
;;160;Thüringen;5,277;3,009;2,268;4,974;303;149;
;;16;Thüringen;5,277;3,009;2,268;4,974;303;149;
;;ZZ;Übrige Bundesländer;14;7;7;14;-;-;
;;ZZ;Auspendler in das Bundesgebiet;6,909;4,073;2,836;6,451;458;184;
;;Z;Auspendler insgesamt;6,909;4,073;2,836;6,451;458;184;
16061;Eichsfeld;;;;;;;;;
;;01003;Lübeck, Hansestadt;18;12;6;4;14;-;
;;010;Übrige Kreise (Regierungsbezirk);37;28;9;30;7;*;
;;010;Schleswig-Holstein;55;40;15;34;21;*;
;;01;Schleswig-Holstein;55;40;15;34;21;*;
;;02000;Hamburg, Freie und Hansestadt;51;38;13;51;-;*;
;;020;Hamburg;51;38;13;51;-;*;
;;02;Hamburg;51;38;13;51;-;*;
;;03101;Braunschweig, Stadt;29;19;10;29;-;*;
;;03103;Wolfsburg, Stadt;31;20;11;31;-;*;
;;03151;Gifhorn;12;*;*;*;*;-;
;;03153;Goslar;43;30;13;38;5;*;
;;03155;Northeim;318;219;99;314;4;*;
;;03159;Göttingen;7,101;3,404;3,697;7,067;34;216;
;;031;Übrige Kreise (Regierungsbezirk);12;*;*;*;*;-;
;;031;Statistische Region Braunschweig;7,546;3,714;3,832;7,501;45;224;
;;03241;Region Hannover;212;149;63;207;5;6;
;;03254;Hildesheim;20;14;6;20;-;*;
;;032;Übrige Kreise (Regierungsbezirk);26;17;9;*;*;-;
;;032;Statistische Region Hannover;258;180;78;252;6;7;
;;03358;Heidekreis;15;*;*;*;*;-;
;;033;Übrige Kreise (Regierungsbezirk);24;18;6;*;*;*;
;;033;Statistische Region Lüneburg;39;31;8;*;*;*;
;;03459;Osnabrück;21;16;5;*;*;-;
;;03460;Vechta;13;*;*;13;-;*;
;;034;Übrige Kreise (Regierungsbezirk);43;36;7;*;*;-;
;;034;Statistische Region Weser-Ems;77;63;14;74;3;*;
;;03;Niedersachsen;7,920;3,988;3,932;7,864;56;233;
;;04011;Bremen, Stadt;20;16;4;20;-;-;
;;040;Bremen;20;16;4;20;-;-;
;;04;Bremen;20;16;4;20;-;-;
;;05111;Düsseldorf, Stadt;54;16;38;43;11;-;
;;05113;Essen, Stadt;13;*;*;13;-;-;
;;05117;Mülheim an der Ruhr, Stadt;13;*;*;13;-;-;
;;05158;Mettmann;11;11;-;11;-;-;
;;051;Übrige Kreise (Regierungsbezirk);46;38;8;*;*;-;
;;051;Reg.-Bez. Düsseldorf;137;89;48;125;12;-;
;;05315;Köln, Stadt;25;18;7;*;*;-;
;;05374;Oberbergischer Kreis;10;10;-;10;-;-;
;;05382;Rhein-Sieg-Kreis;14;*;*;14;-;-;
;;053;Übrige Kreise (Regierungsbezirk);40;30;10;*;*;*;
;;053;Reg.-Bez. Köln;89;70;19;*;*;*;
;;05558;Coesfeld;12;*;*;*;*;-;
;;055;Übrige Kreise (Regierungsbezirk);33;30;3;29;4;-;
;;055;Reg.-Bez. Münster;45;40;5;39;6;-;
;;05711;Bielefeld, Stadt;13;4;9;*;*;-;
;;05754;Gütersloh;25;17;8;20;5;-;
;;057;Übrige Kreise (Regierungsbezirk);28;23;5;*;*;-;
;;057;Reg.-Bez. Detmold;66;44;22;59;7;-;
;;05913;Dortmund, Stadt;10;7;3;10;-;-;
;;05958;Hochsauerlandkreis;26;16;10;*;*;-;
;;05978;Unna;18;15;3;9;9;-;
;;059;Übrige Kreise (Regierungsbezirk);39;34;5;*;*;-;
;;059;Reg.-Bez. Arnsberg;93;72;21;81;12;-;
;;05;Nordrhein-Westfalen;430;315;115;391;39;*;
;;06411;Darmstadt, Wissenschaftsstadt;11;*;*;*;*;-;
;;06412;Frankfurt am Main, Stadt;85;62;23;*;*;3;
;;06434;Hochtaunuskreis;14;*;*;*;*;*;
;;06436;Main-Taunus-Kreis;15;11;4;15;-;-;
;;06438;Offenbach;13;*;*;*;*;*;
;;06440;Wetteraukreis;47;44;3;*;*;*;
;;064;Übrige Kreise (Regierungsbezirk);37;29;8;*;*;*;
;;064;Reg.-Bez. Darmstadt;222;178;44;212;10;7;
;;06534;Marburg-Biedenkopf;16;6;10;16;-;-;
;;06535;Vogelsbergkreis;19;*;*;19;-;-;
;;065;Übrige Kreise (Regierungsbezirk);9;*;*;9;-;-;
;;065;Reg.-Bez. Gießen;44;32;12;44;-;-;
;;06611;Kassel, documenta-Stadt;493;350;143;490;3;10;
;;06631;Fulda;19;15;4;19;-;*;
;;06632;Hersfeld-Rotenburg;66;56;10;*;*;*;
;;06633;Kassel;197;172;25;197;-;6;
;;06634;Schwalm-Eder-Kreis;75;66;9;*;*;*;
;;06635;Waldeck-Frankenberg;28;24;4;*;*;*;
;;06636;Werra-Meißner-Kreis;1,459;765;694;1,453;6;33;
;;066;Reg.-Bez. Kassel;2,337;1,448;889;2,324;13;54;
;;06;Hessen;2,603;1,658;945;2,580;23;61;
;;07143;Westerwaldkreis;28;*;*;*;*;-;
;;070;Übrige Kreise (Regierungsbezirk);45;31;14;41;4;-;
;;070;Rheinland-Pfalz;73;58;15;68;5;-;
;;07;Rheinland-Pfalz;73;58;15;68;5;-;
;;08111;Stuttgart, Landeshauptstadt;30;*;*;30;-;-;
;;08115;Böblingen;10;*;*;10;-;-;
;;08116;Esslingen;10;*;*;10;-;-;
;;08125;Heilbronn;13;5;8;*;*;-;
;;081;Übrige Kreise (Regierungsbezirk);53;48;5;50;3;-;
;;081;Reg.-Bez. Stuttgart;116;98;18;112;4;-;
;;08215;Karlsruhe;20;*;*;20;-;-;
;;08222;Mannheim, Universitätsstadt;11;11;-;*;*;-;
;;08226;Rhein-Neckar-Kreis;11;*;*;*;*;*;
;;082;Übrige Kreise (Regierungsbezirk);20;*;*;20;-;*;
;;082;Reg.-Bez. Karlsruhe;62;57;5;*;*;3;
;;083;Reg.-Bez. Freiburg;20;15;5;*;*;-;
;;084;Reg.-Bez. Tübingen;29;26;3;29;-;-;
;;08;Baden-Württemberg;227;196;31;220;7;3;
;;09162;München, Landeshauptstadt;31;26;5;31;-;*;
;;09163;Rosenheim, Stadt;19;*;*;19;-;-;
;;09184;München;14;*;*;*;*;-;
;;091;Übrige Kreise (Regierungsbezirk);37;33;4;37;-;*;
;;091;Oberbayern;101;90;11;*;*;3;
;;09373;Neumarkt i.d.OPf.;10;*;*;10;-;-;
;;093;Übrige Kreise (Regierungsbezirk);15;*;*;15;-;-;
;;093;Oberpfalz;25;22;3;25;-;-;
;;094;Oberfranken;16;*;*;*;*;-;
;;09564;Nürnberg, Stadt;28;18;10;24;4;-;
;;095;Übrige Kreise (Regierungsbezirk);14;*;*;14;-;*;
;;095;Mittelfranken;42;31;11;38;4;*;
;;096;Unterfranken;41;36;5;*;*;*;
;;097;Schwaben;27;23;4;24;3;*;
;;09;Übrige Regierungsbezirke (Bundesland);6;3;3;*;*;-;
;;09;Bayern;258;219;39;244;14;8;
;;100;Saarland;17;12;5;17;-;-;
;;10;Saarland;17;12;5;17;-;-;
;;11000;Berlin, Stadt;92;55;37;89;3;*;
;;110;Berlin;92;55;37;89;3;*;
;;11;Berlin;92;55;37;89;3;*;
;;12060;Barnim;17;13;4;*;*;-;
;;120;Übrige Kreise (Regierungsbezirk);47;37;10;42;5;3;
;;120;Brandenburg;64;50;14;58;6;3;
;;12;Brandenburg;64;50;14;58;6;3;
;;130;Mecklenburg-Vorpommern;13;*;*;*;*;*;
;;13;Mecklenburg-Vorpommern;13;*;*;*;*;*;
;;14511;Chemnitz, Stadt;10;6;4;*;*;*;
;;14612;Dresden, Stadt;40;25;15;*;*;4;
;;14713;Leipzig, Stadt;86;56;30;82;4;5;
;;140;Übrige Kreise (Regierungsbezirk);40;33;7;36;4;*;
;;140;Sachsen;176;120;56;166;10;11;
;;14;Sachsen;176;120;56;166;10;11;
;;15002;Halle (Saale), Stadt;33;24;9;*;*;3;
;;15087;Mansfeld-Südharz;36;30;6;36;-;*;
;;15088;Saalekreis;15;*;*;15;-;*;
;;150;Übrige Kreise (Regierungsbezirk);40;29;11;35;5;*;
;;150;Sachsen-Anhalt;124;96;28;118;6;7;
;;15;Sachsen-Anhalt;124;96;28;118;6;7;
;;16051;Erfurt, Stadt;456;241;215;445;11;19;
;;16052;Gera, Stadt;14;8;6;14;-;-;
;;16053;Jena, Stadt;32;19;13;*;*;-;
;;16055;Weimar, Stadt;22;16;6;*;*;3;
;;16056;Eisenach, Stadt;77;58;19;77;-;5;
;;16062;Nordhausen;956;546;410;943;13;41;
;;16063;Wartburgkreis;110;44;66;110;-;-;
;;16064;Unstrut-Hainich-Kreis;1,481;631;850;1,459;22;44;
;;16065;Kyffhäuserkreis;110;66;44;107;3;*;
;;16066;Schmalkalden-Meiningen;22;12;10;22;-;-;
;;16067;Gotha;107;81;26;*;*;8;
;;16068;Sömmerda;35;32;3;35;-;-;
;;16070;Ilm-Kreis;40;35;5;*;*;*;
;;16071;Weimarer Land;18;8;10;*;*;-;
;;160;Übrige Kreise (Regierungsbezirk);35;20;15;30;5;*;
;;160;Thüringen;3,515;1,817;1,698;3,454;61;125;
;;16;Thüringen;3,515;1,817;1,698;3,454;61;125;
;;ZZ;Auspendler in das Bundesgebiet;15,638;8,689;6,949;15,386;252;457;
;;Z;Auspendler insgesamt;15,638;8,689;6,949;15,386;252;457;
16062;Nordhausen;;;;;;;;;
;;01058;Rendsburg-Eckernförde;11;11;-;11;-;-;
;;010;Übrige Kreise (Regierungsbezirk);29;21;8;*;*;-;
;;010;Schleswig-Holstein;40;32;8;*;*;-;
;;01;Schleswig-Holstein;40;32;8;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;40;26;14;35;5;-;
;;020;Hamburg;40;26;14;35;5;-;
;;02;Hamburg;40;26;14;35;5;-;
;;03101;Braunschweig, Stadt;37;32;5;*;*;-;
;;03102;Salzgitter, Stadt;19;*;*;19;-;-;
;;03103;Wolfsburg, Stadt;17;13;4;*;*;*;
;;03153;Goslar;102;48;54;*;*;3;
;;03155;Northeim;77;56;21;77;-;-;
;;03157;Peine;15;12;3;15;-;*;
;;03159;Göttingen;1,743;983;760;1,722;21;26;
;;031;Übrige Kreise (Regierungsbezirk);11;*;*;*;*;-;
;;031;Statistische Region Braunschweig;2,021;1,172;849;1,995;26;31;
;;03241;Region Hannover;127;91;36;*;*;*;
;;03252;Hameln-Pyrmont;14;14;-;14;-;*;
;;03254;Hildesheim;22;*;*;22;-;*;
;;032;Übrige Kreise (Regierungsbezirk);23;18;5;20;3;-;
;;032;Statistische Region Hannover;186;143;43;181;5;4;
;;03353;Harburg;15;*;*;8;7;-;
;;033;Übrige Kreise (Regierungsbezirk);23;20;3;20;3;*;
;;033;Statistische Region Lüneburg;38;33;5;28;10;*;
;;03404;Osnabrück, Stadt;11;5;6;*;*;-;
;;03460;Vechta;11;11;-;11;-;-;
;;034;Übrige Kreise (Regierungsbezirk);42;36;6;*;*;-;
;;034;Statistische Region Weser-Ems;64;52;12;61;3;-;
;;03;Niedersachsen;2,309;1,400;909;2,265;44;36;
;;04011;Bremen, Stadt;11;*;*;11;-;*;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;12;*;*;12;-;*;
;;04;Bremen;12;*;*;12;-;*;
;;05111;Düsseldorf, Stadt;17;10;7;17;-;-;
;;05124;Wuppertal, Stadt;14;14;-;*;*;-;
;;05158;Mettmann;11;*;*;11;-;-;
;;051;Übrige Kreise (Regierungsbezirk);44;35;9;36;8;*;
;;051;Reg.-Bez. Düsseldorf;86;68;18;77;9;*;
;;05315;Köln, Stadt;17;10;7;*;*;-;
;;053;Übrige Kreise (Regierungsbezirk);39;33;6;*;*;-;
;;053;Reg.-Bez. Köln;56;43;13;53;3;-;
;;05515;Münster, Stadt;12;*;*;8;4;-;
;;05566;Steinfurt;11;*;*;*;*;*;
;;055;Übrige Kreise (Regierungsbezirk);22;22;-;19;3;-;
;;055;Reg.-Bez. Münster;45;*;*;36;9;*;
;;05754;Gütersloh;15;11;4;*;*;-;
;;05774;Paderborn;11;*;*;*;*;-;
;;057;Übrige Kreise (Regierungsbezirk);26;*;*;*;*;*;
;;057;Reg.-Bez. Detmold;52;46;6;48;4;*;
;;05911;Bochum, Stadt;17;11;6;*;*;-;
;;05913;Dortmund, Stadt;26;22;4;22;4;-;
;;05974;Soest;12;*;*;*;*;-;
;;05978;Unna;12;9;3;12;-;-;
;;059;Übrige Kreise (Regierungsbezirk);25;21;4;*;*;-;
;;059;Reg.-Bez. Arnsberg;92;74;18;83;9;-;
;;05;Nordrhein-Westfalen;331;274;57;297;34;3;
;;06412;Frankfurt am Main, Stadt;64;53;11;57;7;*;
;;06433;Groß-Gerau;12;*;*;*;*;-;
;;06435;Main-Kinzig-Kreis;13;10;3;13;-;-;
;;06438;Offenbach;11;*;*;*;*;-;
;;06440;Wetteraukreis;42;*;*;*;*;-;
;;064;Übrige Kreise (Regierungsbezirk);41;31;10;35;6;-;
;;064;Reg.-Bez. Darmstadt;183;156;27;165;18;*;
;;065;Reg.-Bez. Gießen;16;11;5;12;4;-;
;;06611;Kassel, documenta-Stadt;71;52;19;68;3;-;
;;06631;Fulda;10;*;*;10;-;-;
;;06632;Hersfeld-Rotenburg;14;*;*;14;-;-;
;;06633;Kassel;52;49;3;*;*;-;
;;06634;Schwalm-Eder-Kreis;17;*;*;17;-;-;
;;06636;Werra-Meißner-Kreis;19;12;7;*;*;*;
;;066;Übrige Kreise (Regierungsbezirk);6;6;-;*;*;-;
;;066;Reg.-Bez. Kassel;189;156;33;183;6;*;
;;06;Hessen;388;323;65;360;28;3;
;;07143;Westerwaldkreis;11;*;*;11;-;-;
;;070;Übrige Kreise (Regierungsbezirk);43;31;12;37;6;*;
;;070;Rheinland-Pfalz;54;41;13;48;6;*;
;;07;Rheinland-Pfalz;54;41;13;48;6;*;
;;08111;Stuttgart, Landeshauptstadt;21;*;*;*;*;-;
;;08125;Heilbronn;11;11;-;11;-;-;
;;081;Übrige Kreise (Regierungsbezirk);45;37;8;37;8;-;
;;081;Reg.-Bez. Stuttgart;77;67;10;67;10;-;
;;08212;Karlsruhe, Stadt;12;12;-;*;*;-;
;;08222;Mannheim, Universitätsstadt;14;14;-;11;3;-;
;;082;Übrige Kreise (Regierungsbezirk);23;17;6;20;3;-;
;;082;Reg.-Bez. Karlsruhe;49;43;6;42;7;-;
;;083;Reg.-Bez. Freiburg;24;21;3;*;*;-;
;;08417;Zollernalbkreis;25;20;5;*;*;-;
;;084;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;-;
;;084;Reg.-Bez. Tübingen;49;40;9;*;*;-;
;;08;Baden-Württemberg;199;171;28;178;21;-;
;;09162;München, Landeshauptstadt;38;26;12;35;3;*;
;;09184;München;14;*;*;14;-;-;
;;09185;Neuburg-Schrobenhausen;16;16;-;16;-;-;
;;091;Übrige Kreise (Regierungsbezirk);39;36;3;36;3;*;
;;091;Oberbayern;107;91;16;101;6;*;
;;092;Niederbayern;19;15;4;15;4;*;
;;094;Oberfranken;10;7;3;*;*;-;
;;09564;Nürnberg, Stadt;17;11;6;*;*;-;
;;095;Übrige Kreise (Regierungsbezirk);18;13;5;18;-;*;
;;095;Mittelfranken;35;24;11;*;*;*;
;;096;Unterfranken;20;20;-;17;3;*;
;;097;Schwaben;14;*;*;*;*;-;
;;09;Übrige Regierungsbezirke (Bundesland);9;9;-;*;*;-;
;;09;Bayern;214;178;36;195;19;6;
;;100;Saarland;10;*;*;*;*;-;
;;10;Saarland;10;*;*;*;*;-;
;;11000;Berlin, Stadt;123;77;46;110;13;6;
;;110;Berlin;123;77;46;110;13;6;
;;11;Berlin;123;77;46;110;13;6;
;;12060;Barnim;10;6;4;10;-;-;
;;12070;Prignitz;21;6;15;21;-;-;
;;120;Übrige Kreise (Regierungsbezirk);50;40;10;50;-;3;
;;120;Brandenburg;81;52;29;81;-;3;
;;12;Brandenburg;81;52;29;81;-;3;
;;130;Mecklenburg-Vorpommern;26;16;10;21;5;-;
;;13;Mecklenburg-Vorpommern;26;16;10;21;5;-;
;;14511;Chemnitz, Stadt;19;13;6;*;*;*;
;;14522;Mittelsachsen;21;15;6;*;*;-;
;;14524;Zwickau;15;11;4;12;3;-;
;;14612;Dresden, Stadt;42;25;17;42;-;4;
;;14627;Meißen;11;6;5;11;-;-;
;;14713;Leipzig, Stadt;150;108;42;144;6;8;
;;14729;Leipzig;11;11;-;11;-;*;
;;14730;Nordsachsen;12;9;3;*;*;-;
;;140;Übrige Kreise (Regierungsbezirk);27;23;4;*;*;*;
;;140;Sachsen;308;221;87;292;16;15;
;;14;Sachsen;308;221;87;292;16;15;
;;15002;Halle (Saale), Stadt;81;51;30;81;-;*;
;;15003;Magdeburg, Landeshauptstadt;27;24;3;*;*;*;
;;15083;Börde;10;*;*;10;-;-;
;;15084;Burgenlandkreis;34;27;7;*;*;-;
;;15085;Harz;177;111;66;177;-;8;
;;15087;Mansfeld-Südharz;808;468;340;797;11;28;
;;15088;Saalekreis;26;15;11;26;-;-;
;;15089;Salzlandkreis;27;12;15;*;*;-;
;;150;Übrige Kreise (Regierungsbezirk);26;17;9;*;*;*;
;;150;Sachsen-Anhalt;1,216;734;482;1,201;15;40;
;;15;Sachsen-Anhalt;1,216;734;482;1,201;15;40;
;;16051;Erfurt, Stadt;579;298;281;564;15;16;
;;16052;Gera, Stadt;10;6;4;10;-;-;
;;16053;Jena, Stadt;50;27;23;*;*;*;
;;16055;Weimar, Stadt;32;22;10;*;*;*;
;;16056;Eisenach, Stadt;25;12;13;*;*;-;
;;16061;Eichsfeld;1,776;1,066;710;1,759;17;56;
;;16063;Wartburgkreis;30;20;10;*;*;-;
;;16064;Unstrut-Hainich-Kreis;253;148;105;253;-;12;
;;16065;Kyffhäuserkreis;1,065;542;523;1,054;11;27;
;;16067;Gotha;63;53;10;63;-;4;
;;16068;Sömmerda;91;58;33;*;*;*;
;;16070;Ilm-Kreis;31;24;7;*;*;*;
;;16071;Weimarer Land;13;9;4;*;*;-;
;;16075;Saale-Orla-Kreis;10;*;*;10;-;*;
;;160;Übrige Kreise (Regierungsbezirk);37;22;15;32;5;-;
;;160;Thüringen;4,065;2,315;1,750;4,006;59;122;
;;16;Thüringen;4,065;2,315;1,750;4,006;59;122;
;;ZZ;Auspendler in das Bundesgebiet;9,416;5,879;3,537;9,148;268;236;
;;Z;Auspendler insgesamt;9,416;5,879;3,537;9,148;268;236;
16063;Wartburgkreis;;;;;;;;;
;;01056;Pinneberg;20;12;8;20;-;-;
;;010;Übrige Kreise (Regierungsbezirk);23;18;5;*;*;-;
;;010;Schleswig-Holstein;43;30;13;*;*;-;
;;01;Schleswig-Holstein;43;30;13;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;51;37;14;*;*;-;
;;020;Hamburg;51;37;14;*;*;-;
;;02;Hamburg;51;37;14;*;*;-;
;;03103;Wolfsburg, Stadt;11;7;4;11;-;4;
;;03159;Göttingen;24;14;10;24;-;-;
;;031;Übrige Kreise (Regierungsbezirk);24;18;6;*;*;-;
;;031;Statistische Region Braunschweig;59;39;20;*;*;4;
;;03241;Region Hannover;30;16;14;30;-;-;
;;032;Übrige Kreise (Regierungsbezirk);20;16;4;*;*;*;
;;032;Statistische Region Hannover;50;32;18;*;*;*;
;;033;Statistische Region Lüneburg;15;11;4;15;-;*;
;;03454;Emsland;15;*;*;*;*;-;
;;034;Übrige Kreise (Regierungsbezirk);38;28;10;34;4;-;
;;034;Statistische Region Weser-Ems;53;41;12;48;5;-;
;;03;Niedersachsen;177;123;54;169;8;6;
;;04011;Bremen, Stadt;15;9;6;*;*;-;
;;040;Bremen;15;9;6;*;*;-;
;;04;Bremen;15;9;6;*;*;-;
;;05111;Düsseldorf, Stadt;34;19;15;*;*;*;
;;05113;Essen, Stadt;16;13;3;*;*;-;
;;05114;Krefeld, Stadt;20;14;6;20;-;-;
;;05158;Mettmann;17;12;5;17;-;-;
;;051;Übrige Kreise (Regierungsbezirk);42;28;14;32;10;-;
;;051;Reg.-Bez. Düsseldorf;129;86;43;117;12;*;
;;05314;Bonn, Stadt;12;8;4;12;-;-;
;;05315;Köln, Stadt;48;21;27;45;3;*;
;;05362;Rhein-Erft-Kreis;12;6;6;12;-;-;
;;05382;Rhein-Sieg-Kreis;11;7;4;11;-;-;
;;053;Übrige Kreise (Regierungsbezirk);20;16;4;20;-;-;
;;053;Reg.-Bez. Köln;103;58;45;100;3;*;
;;055;Reg.-Bez. Münster;30;25;5;25;5;-;
;;05711;Bielefeld, Stadt;12;8;4;*;*;-;
;;05754;Gütersloh;14;*;*;*;*;-;
;;05766;Lippe;10;*;*;*;*;-;
;;05770;Minden-Lübbecke;16;16;-;16;-;-;
;;057;Übrige Kreise (Regierungsbezirk);18;12;6;18;-;*;
;;057;Reg.-Bez. Detmold;70;57;13;67;3;*;
;;05913;Dortmund, Stadt;11;8;3;7;4;-;
;;05958;Hochsauerlandkreis;14;*;*;*;*;-;
;;05970;Siegen-Wittgenstein;15;15;-;*;*;-;
;;059;Übrige Kreise (Regierungsbezirk);35;27;8;35;-;*;
;;059;Reg.-Bez. Arnsberg;75;62;13;68;7;*;
;;05;Nordrhein-Westfalen;407;288;119;377;30;4;
;;06411;Darmstadt, Wissenschaftsstadt;10;6;4;10;-;-;
;;06412;Frankfurt am Main, Stadt;172;116;56;161;11;*;
;;06413;Offenbach am Main, Stadt;10;5;5;10;-;-;
;;06414;Wiesbaden, Landeshauptstadt;22;9;13;19;3;*;
;;06432;Darmstadt-Dieburg;13;*;*;13;-;-;
;;06433;Groß-Gerau;34;19;15;34;-;-;
;;06434;Hochtaunuskreis;19;15;4;19;-;-;
;;06435;Main-Kinzig-Kreis;113;84;29;110;3;*;
;;06436;Main-Taunus-Kreis;34;30;4;34;-;-;
;;06438;Offenbach;55;45;10;*;*;*;
;;06440;Wetteraukreis;18;14;4;*;*;-;
;;064;Übrige Kreise (Regierungsbezirk);17;13;4;*;*;-;
;;064;Reg.-Bez. Darmstadt;517;368;149;495;22;6;
;;06531;Gießen;34;23;11;*;*;*;
;;06534;Marburg-Biedenkopf;15;9;6;15;-;-;
;;06535;Vogelsbergkreis;67;55;12;*;*;-;
;;065;Übrige Kreise (Regierungsbezirk);17;12;5;*;*;-;
;;065;Reg.-Bez. Gießen;133;99;34;129;4;*;
;;06611;Kassel, documenta-Stadt;143;104;39;143;-;*;
;;06631;Fulda;3,472;2,172;1,300;3,451;21;88;
;;06632;Hersfeld-Rotenburg;4,536;2,680;1,856;4,463;73;142;
;;06633;Kassel;70;58;12;65;5;3;
;;06634;Schwalm-Eder-Kreis;73;48;25;*;*;3;
;;06635;Waldeck-Frankenberg;17;10;7;*;*;*;
;;06636;Werra-Meißner-Kreis;591;282;309;576;15;23;
;;066;Reg.-Bez. Kassel;8,902;5,354;3,548;8,785;117;261;
;;06;Hessen;9,552;5,821;3,731;9,409;143;269;
;;07315;Mainz, kreisfreie Stadt;17;14;3;17;-;-;
;;070;Übrige Kreise (Regierungsbezirk);87;71;16;82;5;7;
;;070;Rheinland-Pfalz;104;85;19;99;5;7;
;;07;Rheinland-Pfalz;104;85;19;99;5;7;
;;08111;Stuttgart, Landeshauptstadt;29;22;7;*;*;*;
;;08116;Esslingen;15;10;5;*;*;-;
;;08119;Rems-Murr-Kreis;12;9;3;12;-;-;
;;08125;Heilbronn;22;19;3;22;-;*;
;;081;Übrige Kreise (Regierungsbezirk);53;48;5;49;4;-;
;;081;Reg.-Bez. Stuttgart;131;108;23;124;7;*;
;;08226;Rhein-Neckar-Kreis;11;*;*;11;-;-;
;;082;Übrige Kreise (Regierungsbezirk);42;33;9;39;3;*;
;;082;Reg.-Bez. Karlsruhe;53;43;10;50;3;*;
;;08326;Schwarzwald-Baar-Kreis;13;*;*;13;-;-;
;;083;Übrige Kreise (Regierungsbezirk);30;25;5;*;*;*;
;;083;Reg.-Bez. Freiburg;43;27;16;*;*;*;
;;08436;Ravensburg;10;10;-;7;3;-;
;;084;Übrige Kreise (Regierungsbezirk);26;21;5;22;4;-;
;;084;Reg.-Bez. Tübingen;36;31;5;29;7;-;
;;08;Baden-Württemberg;263;209;54;245;18;4;
;;09162;München, Landeshauptstadt;66;39;27;62;4;-;
;;09184;München;21;14;7;21;-;*;
;;09187;Rosenheim;11;8;3;11;-;-;
;;091;Übrige Kreise (Regierungsbezirk);70;52;18;64;6;*;
;;091;Oberbayern;168;113;55;158;10;*;
;;092;Niederbayern;23;*;*;16;7;-;
;;093;Oberpfalz;11;8;3;*;*;-;
;;09461;Bamberg, Stadt;10;4;6;*;*;*;
;;09463;Coburg, Stadt;19;12;7;19;-;*;
;;094;Übrige Kreise (Regierungsbezirk);30;22;8;*;*;*;
;;094;Oberfranken;59;38;21;56;3;5;
;;09562;Erlangen, Stadt;13;10;3;*;*;-;
;;09564;Nürnberg, Stadt;39;23;16;*;*;*;
;;095;Übrige Kreise (Regierungsbezirk);26;21;5;26;-;*;
;;095;Mittelfranken;78;54;24;75;3;*;
;;09663;Würzburg, Stadt;19;12;7;19;-;*;
;;09671;Aschaffenburg;12;9;3;12;-;*;
;;09672;Bad Kissingen;30;16;14;30;-;-;
;;09673;Rhön-Grabfeld;127;68;59;124;3;3;
;;09678;Schweinfurt;14;10;4;14;-;-;
;;096;Übrige Kreise (Regierungsbezirk);41;34;7;*;*;*;
;;096;Unterfranken;243;149;94;238;5;7;
;;09775;Neu-Ulm;12;12;-;*;*;-;
;;09777;Ostallgäu;30;22;8;27;3;*;
;;097;Übrige Kreise (Regierungsbezirk);27;18;9;22;5;-;
;;097;Schwaben;69;52;17;60;9;*;
;;09;Bayern;651;435;216;612;39;18;
;;100;Saarland;17;10;7;14;3;-;
;;10;Saarland;17;10;7;14;3;-;
;;11000;Berlin, Stadt;136;71;65;122;14;*;
;;110;Berlin;136;71;65;122;14;*;
;;11;Berlin;136;71;65;122;14;*;
;;120;Brandenburg;39;30;9;36;3;*;
;;12;Brandenburg;39;30;9;36;3;*;
;;130;Mecklenburg-Vorpommern;20;15;5;16;4;*;
;;13;Mecklenburg-Vorpommern;20;15;5;16;4;*;
