Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;09162;München, Landeshauptstadt;108;67;41;102;6;4;
;;09176;Eichstätt;11;*;*;11;-;-;
;;09178;Freising;10;*;*;10;-;-;
;;09182;Miesbach;11;6;5;8;3;-;
;;09184;München;26;17;9;26;-;*;
;;09187;Rosenheim;11;*;*;11;-;-;
;;091;Übrige Kreise (Regierungsbezirk);67;52;15;63;4;*;
;;091;Oberbayern;244;170;74;231;13;6;
;;09274;Landshut;13;13;-;13;-;-;
;;092;Übrige Kreise (Regierungsbezirk);22;19;3;18;4;-;
;;092;Niederbayern;35;32;3;31;4;-;
;;09362;Regensburg, Stadt;11;7;4;8;3;-;
;;093;Übrige Kreise (Regierungsbezirk);34;25;9;30;4;-;
;;093;Oberpfalz;45;32;13;38;7;-;
;;09461;Bamberg, Stadt;29;20;9;*;*;-;
;;09462;Bayreuth, Stadt;11;*;*;11;-;-;
;;09463;Coburg, Stadt;108;48;60;*;*;5;
;;09471;Bamberg;23;20;3;*;*;-;
;;09473;Coburg;74;46;28;*;*;-;
;;09478;Lichtenfels;18;18;-;18;-;-;
;;094;Übrige Kreise (Regierungsbezirk);34;27;7;*;*;3;
;;094;Oberfranken;297;189;108;289;8;8;
;;09562;Erlangen, Stadt;23;17;6;23;-;*;
;;09563;Fürth, Stadt;39;26;13;18;21;*;
;;09564;Nürnberg, Stadt;104;75;29;94;10;*;
;;095;Übrige Kreise (Regierungsbezirk);46;35;11;42;4;*;
;;095;Mittelfranken;212;153;59;177;35;6;
;;09661;Aschaffenburg, Stadt;20;20;-;20;-;-;
;;09662;Schweinfurt, Stadt;167;128;39;167;-;-;
;;09663;Würzburg, Stadt;80;47;33;80;-;3;
;;09672;Bad Kissingen;229;161;68;*;*;3;
;;09673;Rhön-Grabfeld;2,403;1,364;1,039;2,368;35;50;
;;09674;Haßberge;47;39;8;47;-;*;
;;09675;Kitzingen;27;23;4;*;*;-;
;;09677;Main-Spessart;35;*;*;35;-;-;
;;09678;Schweinfurt;98;75;23;*;*;*;
;;09679;Würzburg;25;17;8;25;-;3;
;;096;Übrige Kreise (Regierungsbezirk);8;*;*;*;*;*;
;;096;Unterfranken;3,139;1,914;1,225;3,098;41;63;
;;09761;Augsburg, Stadt;25;13;12;25;-;-;
;;097;Übrige Kreise (Regierungsbezirk);37;29;8;*;*;-;
;;097;Schwaben;62;42;20;*;*;-;
;;09;Bayern;4,034;2,532;1,502;3,924;110;83;
;;100;Saarland;20;13;7;20;-;-;
;;10;Saarland;20;13;7;20;-;-;
;;11000;Berlin, Stadt;131;82;49;120;11;4;
;;110;Berlin;131;82;49;120;11;4;
;;11;Berlin;131;82;49;120;11;4;
;;12063;Havelland;14;6;8;*;*;*;
;;12072;Teltow-Fläming;11;8;3;*;*;-;
;;120;Übrige Kreise (Regierungsbezirk);38;28;10;*;*;*;
;;120;Brandenburg;63;42;21;58;5;*;
;;12;Brandenburg;63;42;21;58;5;*;
;;130;Mecklenburg-Vorpommern;23;17;6;18;5;*;
;;13;Mecklenburg-Vorpommern;23;17;6;18;5;*;
;;14511;Chemnitz, Stadt;29;21;8;*;*;*;
;;14521;Erzgebirgskreis;11;*;*;11;-;-;
;;14522;Mittelsachsen;14;10;4;14;-;-;
;;14523;Vogtlandkreis;11;6;5;*;*;-;
;;14524;Zwickau;27;23;4;27;-;*;
;;14612;Dresden, Stadt;74;40;34;70;4;7;
;;14627;Meißen;15;7;8;15;-;-;
;;14713;Leipzig, Stadt;72;49;23;68;4;3;
;;14729;Leipzig;20;17;3;*;*;-;
;;140;Übrige Kreise (Regierungsbezirk);21;17;4;*;*;*;
;;140;Sachsen;294;200;94;281;13;14;
;;14;Sachsen;294;200;94;281;13;14;
;;15002;Halle (Saale), Stadt;25;15;10;*;*;-;
;;15003;Magdeburg, Landeshauptstadt;16;*;*;*;*;-;
;;15084;Burgenlandkreis;17;13;4;*;*;-;
;;15087;Mansfeld-Südharz;16;*;*;16;-;*;
;;15088;Saalekreis;21;17;4;21;-;*;
;;150;Übrige Kreise (Regierungsbezirk);32;26;6;*;*;-;
;;150;Sachsen-Anhalt;127;101;26;120;7;*;
;;15;Sachsen-Anhalt;127;101;26;120;7;*;
;;16051;Erfurt, Stadt;1,145;651;494;1,130;15;50;
;;16052;Gera, Stadt;27;17;10;*;*;*;
;;16053;Jena, Stadt;90;47;43;85;5;-;
;;16054;Suhl, Stadt;3,645;1,509;2,136;3,550;95;129;
;;16055;Weimar, Stadt;90;29;61;86;4;-;
;;16056;Eisenach, Stadt;330;205;125;323;7;10;
;;16061;Eichsfeld;15;11;4;15;-;-;
;;16062;Nordhausen;15;5;10;15;-;*;
;;16063;Wartburgkreis;2,852;1,464;1,388;2,795;57;89;
;;16064;Unstrut-Hainich-Kreis;61;37;24;*;*;*;
;;16065;Kyffhäuserkreis;36;13;23;*;*;-;
;;16067;Gotha;610;376;234;603;7;13;
;;16068;Sömmerda;24;16;8;*;*;-;
;;16069;Hildburghausen;1,188;701;487;1,169;19;50;
;;16070;Ilm-Kreis;456;251;205;445;11;8;
;;16071;Weimarer Land;28;19;9;*;*;3;
;;16072;Sonneberg;77;42;35;71;6;7;
;;16073;Saalfeld-Rudolstadt;33;19;14;33;-;*;
;;16074;Saale-Holzland-Kreis;13;*;*;13;-;-;
;;16075;Saale-Orla-Kreis;12;*;*;12;-;*;
;;160;Übrige Kreise (Regierungsbezirk);9;5;4;9;-;*;
;;160;Thüringen;10,756;5,440;5,316;10,524;232;366;
;;16;Thüringen;10,756;5,440;5,316;10,524;232;366;
;;ZZ;Auspendler in das Bundesgebiet;18,344;10,517;7,827;17,860;484;543;
;;Z;Auspendler insgesamt;18,344;10,517;7,827;17,860;484;543;
16067;Gotha;;;;;;;;;
;;01054;Nordfriesland;10;*;*;10;-;-;
;;010;Übrige Kreise (Regierungsbezirk);47;37;10;39;8;*;
;;010;Schleswig-Holstein;57;46;11;49;8;*;
;;01;Schleswig-Holstein;57;46;11;49;8;*;
;;02000;Hamburg, Freie und Hansestadt;68;49;19;53;15;*;
;;020;Hamburg;68;49;19;53;15;*;
;;02;Hamburg;68;49;19;53;15;*;
;;03159;Göttingen;13;7;6;10;3;*;
;;031;Übrige Kreise (Regierungsbezirk);21;*;*;*;*;-;
;;031;Statistische Region Braunschweig;34;27;7;30;4;*;
;;03241;Region Hannover;59;41;18;49;10;-;
;;032;Übrige Kreise (Regierungsbezirk);6;*;*;*;*;-;
;;032;Statistische Region Hannover;65;46;19;54;11;-;
;;033;Statistische Region Lüneburg;25;*;*;20;5;-;
;;03459;Osnabrück;15;15;-;11;4;-;
;;034;Übrige Kreise (Regierungsbezirk);37;27;10;28;9;-;
;;034;Statistische Region Weser-Ems;52;42;10;39;13;-;
;;03;Niedersachsen;176;139;37;143;33;*;
;;04011;Bremen, Stadt;15;*;*;15;-;-;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;16;13;3;16;-;-;
;;04;Bremen;16;13;3;16;-;-;
;;05111;Düsseldorf, Stadt;40;20;20;*;*;*;
;;05112;Duisburg, Stadt;13;*;*;8;5;-;
;;05113;Essen, Stadt;26;17;9;*;*;-;
;;05158;Mettmann;13;*;*;*;*;-;
;;051;Übrige Kreise (Regierungsbezirk);52;41;11;48;4;-;
;;051;Reg.-Bez. Düsseldorf;144;101;43;132;12;*;
;;05315;Köln, Stadt;33;21;12;29;4;*;
;;05374;Oberbergischer Kreis;22;*;*;22;-;-;
;;05378;Rheinisch-Bergischer Kreis;14;5;9;*;*;*;
;;053;Übrige Kreise (Regierungsbezirk);47;35;12;40;7;-;
;;053;Reg.-Bez. Köln;116;82;34;103;13;*;
;;05513;Gelsenkirchen, Stadt;15;15;-;9;6;-;
;;05515;Münster, Stadt;11;7;4;8;3;-;
;;055;Übrige Kreise (Regierungsbezirk);22;*;*;17;5;-;
;;055;Reg.-Bez. Münster;48;42;6;34;14;-;
;;05754;Gütersloh;66;39;27;21;45;-;
;;05774;Paderborn;13;10;3;*;*;-;
;;057;Übrige Kreise (Regierungsbezirk);31;26;5;*;*;-;
;;057;Reg.-Bez. Detmold;110;75;35;62;48;-;
;;05913;Dortmund, Stadt;11;*;*;*;*;-;
;;05970;Siegen-Wittgenstein;15;15;-;*;*;-;
;;05978;Unna;23;15;8;12;11;-;
;;059;Übrige Kreise (Regierungsbezirk);50;37;13;46;4;-;
;;059;Reg.-Bez. Arnsberg;99;76;23;81;18;-;
;;05;Nordrhein-Westfalen;517;376;141;412;105;4;
;;06411;Darmstadt, Wissenschaftsstadt;13;9;4;*;*;-;
;;06412;Frankfurt am Main, Stadt;119;87;32;114;5;3;
;;06414;Wiesbaden, Landeshauptstadt;14;11;3;*;*;-;
;;06431;Bergstraße;10;*;*;*;*;-;
;;06432;Darmstadt-Dieburg;18;*;*;18;-;-;
;;06433;Groß-Gerau;12;*;*;*;*;*;
;;06434;Hochtaunuskreis;12;7;5;12;-;-;
;;06435;Main-Kinzig-Kreis;51;38;13;46;5;*;
;;06436;Main-Taunus-Kreis;18;12;6;*;*;-;
;;06438;Offenbach;27;24;3;*;*;-;
;;06440;Wetteraukreis;14;*;*;14;-;-;
;;064;Übrige Kreise (Regierungsbezirk);14;11;3;*;*;*;
;;064;Reg.-Bez. Darmstadt;322;247;75;302;20;7;
;;06531;Gießen;31;23;8;31;-;-;
;;06532;Lahn-Dill-Kreis;19;*;*;19;-;-;
;;06534;Marburg-Biedenkopf;11;7;4;*;*;-;
;;065;Übrige Kreise (Regierungsbezirk);15;12;3;15;-;-;
;;065;Reg.-Bez. Gießen;76;59;17;*;*;-;
;;06611;Kassel, documenta-Stadt;46;32;14;43;3;*;
;;06631;Fulda;90;73;17;87;3;4;
;;06632;Hersfeld-Rotenburg;91;76;15;*;*;*;
;;06633;Kassel;23;16;7;12;11;-;
;;06634;Schwalm-Eder-Kreis;15;*;*;*;*;-;
;;06635;Waldeck-Frankenberg;11;*;*;11;-;*;
;;06636;Werra-Meißner-Kreis;19;15;4;19;-;-;
;;066;Reg.-Bez. Kassel;295;234;61;274;21;7;
;;06;Hessen;693;540;153;651;42;14;
;;07133;Bad Kreuznach;18;*;*;*;*;3;
;;07140;Rhein-Hunsrück-Kreis;15;*;*;15;-;-;
;;07143;Westerwaldkreis;15;15;-;15;-;-;
;;07315;Mainz, kreisfreie Stadt;18;14;4;*;*;-;
;;070;Übrige Kreise (Regierungsbezirk);68;48;20;57;11;-;
;;070;Rheinland-Pfalz;134;107;27;120;14;3;
;;07;Rheinland-Pfalz;134;107;27;120;14;3;
;;08111;Stuttgart, Landeshauptstadt;38;28;10;*;*;*;
;;08115;Böblingen;10;*;*;*;*;-;
;;08116;Esslingen;31;28;3;31;-;-;
;;08117;Göppingen;14;*;*;*;*;-;
;;08118;Ludwigsburg;23;*;*;*;*;-;
;;08121;Heilbronn, Stadt;12;*;*;*;*;-;
;;08125;Heilbronn;12;*;*;*;*;-;
;;081;Übrige Kreise (Regierungsbezirk);35;31;4;*;*;*;
;;081;Reg.-Bez. Stuttgart;175;151;24;167;8;3;
;;08212;Karlsruhe, Stadt;16;*;*;13;3;-;
;;08215;Karlsruhe;17;12;5;14;3;-;
;;08221;Heidelberg, Stadt;44;10;34;40;4;-;
;;08222;Mannheim, Universitätsstadt;22;17;5;*;*;-;
;;08226;Rhein-Neckar-Kreis;10;5;5;6;4;-;
;;082;Übrige Kreise (Regierungsbezirk);14;9;5;*;*;-;
;;082;Reg.-Bez. Karlsruhe;123;67;56;106;17;-;
;;08311;Freiburg im Breisgau, Stadt;14;11;3;*;*;-;
;;08317;Ortenaukreis;25;22;3;13;12;*;
;;083;Übrige Kreise (Regierungsbezirk);28;21;7;20;8;-;
;;083;Reg.-Bez. Freiburg;67;54;13;46;21;*;
;;08415;Reutlingen;14;*;*;14;-;-;
;;08421;Ulm, Universitätsstadt;16;12;4;16;-;*;
;;084;Übrige Kreise (Regierungsbezirk);24;20;4;20;4;*;
;;084;Reg.-Bez. Tübingen;54;44;10;50;4;*;
;;08;Baden-Württemberg;419;316;103;369;50;6;
;;09161;Ingolstadt, Stadt;23;19;4;*;*;-;
;;09162;München, Landeshauptstadt;79;56;23;74;5;*;
;;09163;Rosenheim, Stadt;16;16;-;16;-;-;
;;09184;München;39;31;8;*;*;*;
;;09186;Pfaffenhofen a.d.Ilm;11;*;*;*;*;-;
;;091;Übrige Kreise (Regierungsbezirk);62;47;15;52;10;-;
;;091;Oberbayern;230;179;51;211;19;3;
;;092;Niederbayern;21;17;4;*;*;*;
;;093;Oberpfalz;33;27;6;*;*;-;
;;09471;Bamberg;35;*;*;35;-;*;
;;09473;Coburg;18;12;6;*;*;*;
;;094;Übrige Kreise (Regierungsbezirk);45;33;12;45;-;*;
;;094;Oberfranken;98;79;19;*;*;3;
;;09562;Erlangen, Stadt;11;8;3;*;*;*;
;;09563;Fürth, Stadt;12;6;6;*;*;*;
;;09564;Nürnberg, Stadt;53;40;13;44;9;-;
;;09565;Schwabach, Stadt;12;5;7;12;-;4;
;;095;Übrige Kreise (Regierungsbezirk);22;17;5;18;4;*;
;;095;Mittelfranken;110;76;34;95;15;7;
;;09663;Würzburg, Stadt;22;18;4;22;-;-;
;;09672;Bad Kissingen;36;32;4;36;-;-;
;;09673;Rhön-Grabfeld;18;15;3;*;*;*;
;;09677;Main-Spessart;10;*;*;10;-;-;
;;096;Übrige Kreise (Regierungsbezirk);45;36;9;*;*;-;
;;096;Unterfranken;131;109;22;*;*;*;
;;09777;Ostallgäu;16;*;*;16;-;*;
;;097;Übrige Kreise (Regierungsbezirk);42;34;8;37;5;*;
;;097;Schwaben;58;48;10;53;5;3;
;;09;Bayern;681;535;146;634;47;18;
;;10041;Regionalverband Saarbrücken;25;18;7;10;15;*;
;;100;Übrige Kreise (Regierungsbezirk);6;*;*;*;*;-;
;;100;Saarland;31;23;8;14;17;*;
;;10;Saarland;31;23;8;14;17;*;
;;11000;Berlin, Stadt;184;118;66;170;14;*;
;;110;Berlin;184;118;66;170;14;*;
;;11;Berlin;184;118;66;170;14;*;
;;12053;Frankfurt (Oder), Stadt;13;*;*;*;*;-;
;;12069;Potsdam-Mittelmark;12;7;5;*;*;-;
;;12072;Teltow-Fläming;17;*;*;17;-;-;
;;120;Übrige Kreise (Regierungsbezirk);66;51;15;51;15;*;
;;120;Brandenburg;108;86;22;90;18;*;
;;12;Brandenburg;108;86;22;90;18;*;
;;130;Mecklenburg-Vorpommern;24;20;4;21;3;-;
;;13;Mecklenburg-Vorpommern;24;20;4;21;3;-;
;;14511;Chemnitz, Stadt;37;11;26;*;*;*;
;;14522;Mittelsachsen;21;18;3;*;*;-;
;;14523;Vogtlandkreis;20;16;4;20;-;-;
;;14524;Zwickau;17;13;4;*;*;-;
;;14612;Dresden, Stadt;135;73;62;127;8;11;
;;14625;Bautzen;19;10;9;10;9;-;
;;14626;Görlitz;12;9;3;4;8;-;
;;14627;Meißen;19;15;4;16;3;-;
;;14628;Sächs. Schweiz-Osterzgebirge;17;*;*;*;*;*;
;;14713;Leipzig, Stadt;152;105;47;148;4;3;
;;14729;Leipzig;43;31;12;*;*;*;
;;14730;Nordsachsen;21;*;*;18;3;-;
;;140;Übrige Kreise (Regierungsbezirk);5;5;-;5;-;*;
;;140;Sachsen;518;341;177;476;42;19;
;;14;Sachsen;518;341;177;476;42;19;
;;15002;Halle (Saale), Stadt;54;31;23;51;3;-;
;;15003;Magdeburg, Landeshauptstadt;29;19;10;29;-;-;
;;15082;Anhalt-Bitterfeld;26;20;6;23;3;*;
;;15084;Burgenlandkreis;29;25;4;26;3;-;
;;15087;Mansfeld-Südharz;11;*;*;*;*;-;
;;15088;Saalekreis;28;25;3;*;*;*;
;;150;Übrige Kreise (Regierungsbezirk);37;27;10;*;*;*;
;;150;Sachsen-Anhalt;214;156;58;202;12;4;
;;15;Sachsen-Anhalt;214;156;58;202;12;4;
;;16051;Erfurt, Stadt;6,529;3,049;3,480;6,223;306;198;
;;16052;Gera, Stadt;22;10;12;22;-;*;
;;16053;Jena, Stadt;169;90;79;*;*;8;
;;16054;Suhl, Stadt;194;99;95;189;5;*;
;;16055;Weimar, Stadt;233;122;111;230;3;6;
;;16056;Eisenach, Stadt;1,479;858;621;1,445;34;54;
;;16061;Eichsfeld;63;37;26;59;4;3;
;;16062;Nordhausen;77;39;38;*;*;3;
;;16063;Wartburgkreis;1,336;876;460;1,306;30;21;
;;16064;Unstrut-Hainich-Kreis;1,283;598;685;1,242;41;24;
;;16065;Kyffhäuserkreis;44;30;14;*;*;-;
;;16066;Schmalkalden-Meiningen;640;356;284;609;31;11;
;;16068;Sömmerda;458;274;184;442;16;7;
;;16069;Hildburghausen;27;22;5;*;*;*;
;;16070;Ilm-Kreis;1,873;1,199;674;1,813;60;52;
;;16071;Weimarer Land;178;115;63;167;11;8;
;;16072;Sonneberg;23;6;17;23;-;*;
;;16073;Saalfeld-Rudolstadt;57;41;16;57;-;3;
;;16074;Saale-Holzland-Kreis;55;39;16;40;15;3;
;;16075;Saale-Orla-Kreis;41;27;14;37;4;*;
;;16076;Greiz;25;20;5;*;*;*;
;;160;Übrige Kreise (Regierungsbezirk);8;5;3;8;-;*;
;;160;Thüringen;14,814;7,912;6,902;14,247;567;412;
;;16;Thüringen;14,814;7,912;6,902;14,247;567;412;
;;ZZ;Auspendler in das Bundesgebiet;18,654;10,777;7,877;17,667;987;487;
;;Z;Auspendler insgesamt;18,654;10,777;7,877;17,667;987;487;
16068;Sömmerda;;;;;;;;;
;;010;Schleswig-Holstein;26;18;8;*;*;*;
;;01;Schleswig-Holstein;26;18;8;*;*;*;
;;02000;Hamburg, Freie und Hansestadt;28;17;11;*;*;*;
;;020;Hamburg;28;17;11;*;*;*;
;;02;Hamburg;28;17;11;*;*;*;
;;03159;Göttingen;11;*;*;11;-;-;
;;031;Übrige Kreise (Regierungsbezirk);14;11;3;14;-;-;
;;031;Statistische Region Braunschweig;25;20;5;25;-;-;
;;03241;Region Hannover;22;12;10;22;-;*;
;;032;Übrige Kreise (Regierungsbezirk);12;6;6;12;-;-;
;;032;Statistische Region Hannover;34;18;16;34;-;*;
;;033;Statistische Region Lüneburg;17;14;3;17;-;-;
;;034;Statistische Region Weser-Ems;25;22;3;*;*;-;
;;03;Niedersachsen;101;74;27;*;*;*;
;;04011;Bremen, Stadt;23;11;12;20;3;-;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;24;11;13;20;4;-;
;;04;Bremen;24;11;13;20;4;-;
;;05111;Düsseldorf, Stadt;17;12;5;17;-;-;
;;05113;Essen, Stadt;15;*;*;15;-;-;
;;05114;Krefeld, Stadt;12;7;5;12;-;-;
;;051;Übrige Kreise (Regierungsbezirk);29;22;7;*;*;-;
;;051;Reg.-Bez. Düsseldorf;73;54;19;*;*;-;
;;05315;Köln, Stadt;19;12;7;*;*;-;
;;05378;Rheinisch-Bergischer Kreis;22;*;*;22;-;*;
;;053;Übrige Kreise (Regierungsbezirk);28;*;*;28;-;-;
;;053;Reg.-Bez. Köln;69;40;29;*;*;*;
;;05513;Gelsenkirchen, Stadt;10;10;-;10;-;-;
;;055;Übrige Kreise (Regierungsbezirk);15;*;*;*;*;-;
;;055;Reg.-Bez. Münster;25;*;*;*;*;-;
;;05754;Gütersloh;10;10;-;10;-;-;
;;05770;Minden-Lübbecke;14;14;-;14;-;-;
;;057;Übrige Kreise (Regierungsbezirk);12;12;-;12;-;-;
;;057;Reg.-Bez. Detmold;36;36;-;36;-;-;
;;05978;Unna;344;255;89;321;23;6;
;;059;Übrige Kreise (Regierungsbezirk);24;16;8;21;3;-;
;;059;Reg.-Bez. Arnsberg;368;271;97;342;26;6;
;;05;Nordrhein-Westfalen;571;425;146;541;30;7;
;;06412;Frankfurt am Main, Stadt;49;30;19;46;3;-;
;;06434;Hochtaunuskreis;12;8;4;*;*;-;
;;06435;Main-Kinzig-Kreis;17;12;5;*;*;*;
;;06436;Main-Taunus-Kreis;10;*;*;10;-;*;
;;06438;Offenbach;17;*;*;17;-;-;
;;06440;Wetteraukreis;25;21;4;25;-;-;
;;064;Übrige Kreise (Regierungsbezirk);34;22;12;34;-;-;
;;064;Reg.-Bez. Darmstadt;164;117;47;159;5;3;
;;065;Reg.-Bez. Gießen;20;14;6;*;*;-;
;;06611;Kassel, documenta-Stadt;17;13;4;*;*;-;
;;06631;Fulda;31;25;6;31;-;-;
;;06632;Hersfeld-Rotenburg;32;29;3;32;-;-;
;;06633;Kassel;12;6;6;12;-;-;
;;066;Übrige Kreise (Regierungsbezirk);13;10;3;*;*;-;
;;066;Reg.-Bez. Kassel;105;83;22;102;3;-;
;;06;Hessen;289;214;75;279;10;3;
;;070;Rheinland-Pfalz;52;40;12;48;4;-;
;;07;Rheinland-Pfalz;52;40;12;48;4;-;
;;08111;Stuttgart, Landeshauptstadt;22;18;4;22;-;-;
;;08115;Böblingen;11;5;6;11;-;-;
;;081;Übrige Kreise (Regierungsbezirk);58;52;6;54;4;-;
;;081;Reg.-Bez. Stuttgart;91;75;16;87;4;-;
;;08222;Mannheim, Universitätsstadt;10;*;*;10;-;-;
;;082;Übrige Kreise (Regierungsbezirk);25;18;7;*;*;-;
;;082;Reg.-Bez. Karlsruhe;35;26;9;*;*;-;
;;08317;Ortenaukreis;14;14;-;14;-;-;
;;083;Übrige Kreise (Regierungsbezirk);16;11;5;*;*;*;
;;083;Reg.-Bez. Freiburg;30;25;5;*;*;*;
;;084;Reg.-Bez. Tübingen;33;27;6;30;3;-;
;;08;Baden-Württemberg;189;153;36;180;9;*;
;;09161;Ingolstadt, Stadt;14;10;4;14;-;-;
;;09162;München, Landeshauptstadt;48;40;8;*;*;-;
;;09184;München;15;*;*;15;-;-;
;;091;Übrige Kreise (Regierungsbezirk);42;38;4;*;*;*;
;;091;Oberbayern;119;102;17;116;3;*;
;;092;Niederbayern;10;10;-;10;-;-;
;;093;Oberpfalz;22;19;3;*;*;-;
;;094;Oberfranken;29;24;5;*;*;*;
;;09564;Nürnberg, Stadt;32;24;8;32;-;*;
;;095;Übrige Kreise (Regierungsbezirk);31;28;3;31;-;-;
;;095;Mittelfranken;63;52;11;63;-;*;
;;09677;Main-Spessart;20;20;-;20;-;-;
;;09678;Schweinfurt;12;12;-;12;-;-;
;;096;Übrige Kreise (Regierungsbezirk);45;38;7;45;-;*;
;;096;Unterfranken;77;70;7;77;-;*;
;;097;Schwaben;28;24;4;*;*;*;
;;09;Bayern;348;301;47;340;8;5;
;;11000;Berlin, Stadt;104;76;28;101;3;8;
;;110;Berlin;104;76;28;101;3;8;
;;11;Berlin;104;76;28;101;3;8;
;;12069;Potsdam-Mittelmark;10;*;*;10;-;*;
;;120;Übrige Kreise (Regierungsbezirk);42;29;13;38;4;*;
;;120;Brandenburg;52;38;14;48;4;3;
;;12;Brandenburg;52;38;14;48;4;3;
;;130;Mecklenburg-Vorpommern;25;20;5;25;-;-;
;;13;Mecklenburg-Vorpommern;25;20;5;25;-;-;
;;14511;Chemnitz, Stadt;20;*;*;*;*;-;
;;14522;Mittelsachsen;10;*;*;10;-;-;
;;14524;Zwickau;12;*;*;12;-;-;
;;14612;Dresden, Stadt;91;42;49;91;-;5;
;;14625;Bautzen;13;*;*;13;-;-;
;;14627;Meißen;11;*;*;8;3;*;
;;14713;Leipzig, Stadt;91;53;38;88;3;*;
;;14729;Leipzig;20;16;4;20;-;-;
;;14730;Nordsachsen;14;11;3;*;*;*;
;;140;Übrige Kreise (Regierungsbezirk);19;16;3;*;*;*;
;;140;Sachsen;301;196;105;292;9;9;
;;14;Sachsen;301;196;105;292;9;9;
;;15002;Halle (Saale), Stadt;27;20;7;27;-;-;
;;15003;Magdeburg, Landeshauptstadt;18;12;6;*;*;-;
;;15082;Anhalt-Bitterfeld;14;9;5;14;-;-;
;;15084;Burgenlandkreis;125;72;53;*;*;*;
;;15087;Mansfeld-Südharz;52;29;23;52;-;*;
;;15088;Saalekreis;37;26;11;37;-;*;
;;15089;Salzlandkreis;13;*;*;13;-;-;
;;150;Übrige Kreise (Regierungsbezirk);8;*;*;8;-;-;
;;150;Sachsen-Anhalt;294;186;108;*;*;4;
;;15;Sachsen-Anhalt;294;186;108;*;*;4;
;;16051;Erfurt, Stadt;7,150;3,301;3,849;7,019;131;234;
;;16052;Gera, Stadt;34;24;10;34;-;*;
;;16053;Jena, Stadt;173;84;89;*;*;5;
;;16054;Suhl, Stadt;12;8;4;12;-;-;
;;16055;Weimar, Stadt;725;286;439;709;16;34;
;;16056;Eisenach, Stadt;65;30;35;65;-;-;
;;16061;Eichsfeld;59;47;12;59;-;-;
;;16062;Nordhausen;113;59;54;113;-;-;
;;16063;Wartburgkreis;98;53;45;*;*;4;
;;16064;Unstrut-Hainich-Kreis;464;214;250;460;4;9;
;;16065;Kyffhäuserkreis;598;250;348;583;15;18;
;;16066;Schmalkalden-Meiningen;55;27;28;*;*;*;
;;16067;Gotha;427;297;130;424;3;11;
;;16070;Ilm-Kreis;331;252;79;327;4;5;
;;16071;Weimarer Land;871;534;337;865;6;32;
;;16073;Saalfeld-Rudolstadt;31;27;4;31;-;*;
;;16074;Saale-Holzland-Kreis;43;*;*;43;-;*;
;;160;Übrige Kreise (Regierungsbezirk);36;22;14;*;*;*;
;;160;Thüringen;11,285;5,556;5,729;11,101;184;358;
;;16;Thüringen;11,285;5,556;5,729;11,101;184;358;
;;ZZ;Übrige Bundesländer;5;*;*;5;-;-;
;;ZZ;Auspendler in das Bundesgebiet;13,694;7,328;6,366;13,423;271;402;
;;Z;Auspendler insgesamt;13,694;7,328;6,366;13,423;271;402;
16069;Hildburghausen;;;;;;;;;
;;010;Schleswig-Holstein;14;9;5;*;*;-;
;;01;Schleswig-Holstein;14;9;5;*;*;-;
;;031;Statistische Region Braunschweig;13;10;3;*;*;*;
;;03241;Region Hannover;13;*;*;*;*;-;
;;032;Übrige Kreise (Regierungsbezirk);9;4;5;*;*;-;
;;032;Statistische Region Hannover;22;16;6;19;3;-;
;;034;Statistische Region Weser-Ems;16;16;-;*;*;-;
;;03;Übrige Regierungsbezirke (Bundesland);7;7;-;7;-;-;
;;03;Niedersachsen;58;49;9;53;5;*;
;;05124;Wuppertal, Stadt;10;*;*;3;7;-;
;;051;Übrige Kreise (Regierungsbezirk);14;*;*;11;3;-;
;;051;Reg.-Bez. Düsseldorf;24;20;4;14;10;-;
;;05315;Köln, Stadt;14;8;6;14;-;-;
;;053;Übrige Kreise (Regierungsbezirk);14;11;3;14;-;-;
;;053;Reg.-Bez. Köln;28;19;9;28;-;-;
;;055;Reg.-Bez. Münster;22;17;5;*;*;*;
;;057;Reg.-Bez. Detmold;14;10;4;*;*;-;
;;059;Reg.-Bez. Arnsberg;14;10;4;*;*;*;
;;05;Nordrhein-Westfalen;102;76;26;87;15;*;
;;06412;Frankfurt am Main, Stadt;31;19;12;31;-;*;
;;06435;Main-Kinzig-Kreis;13;*;*;13;-;-;
;;06438;Offenbach;10;*;*;10;-;-;
;;064;Übrige Kreise (Regierungsbezirk);28;21;7;*;*;-;
;;064;Reg.-Bez. Darmstadt;82;61;21;*;*;*;
;;065;Reg.-Bez. Gießen;11;*;*;*;*;-;
;;06631;Fulda;29;22;7;29;-;-;
;;066;Übrige Kreise (Regierungsbezirk);15;12;3;*;*;-;
;;066;Reg.-Bez. Kassel;44;34;10;*;*;-;
;;06;Hessen;137;105;32;133;4;*;
;;070;Rheinland-Pfalz;28;21;7;28;-;*;
;;07;Rheinland-Pfalz;28;21;7;28;-;*;
;;08111;Stuttgart, Landeshauptstadt;18;13;5;*;*;-;
