Schluessel;Bezeichnung;Wohnort;Männer;Frauen;Deutsche;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;Wohnort gleich Arbeitsort;Einpendler;Auspendler;Zahl der Betriebe;Ahnung;was das ist
9272;Freyung-Grafenau;31,657;17,562;14,095;30,417;1,235;1,576;3,081;6,242;25,604;19,857;5,745;11,800;2,294;;
;;;;;;;;;;;;;;;;
9273111;Abensberg, Stadt;6,216;3,539;2,677;5,331;882;308;688;1,097;5,625;2,155;3,467;4,060;441;;
9273113;Aiglsbach;807;489;318;723;84;40;86;134;156;63;93;744;37;;
9273115;Attenhofen;608;345;263;558;50;34;65;121;117;37;80;571;28;;
9273116;Bad Abbach, Markt;5,434;2,868;2,566;4,862;567;162;418;996;1,944;748;1,196;4,686;251;;
9273119;Biburg;548;333;215;508;40;28;50;78;115;17;98;531;19;;
9273121;Essing, Markt;361;202;159;325;36;17;25;80;166;51;115;310;20;;
9273125;Hausen;942;549;393;898;44;43;85;164;322;93;228;849;46;;
9273127;Herrngiersdorf;517;318;199;469;48;29;34;84;718;109;609;408;18;;
9273133;Ihrlerstein;1,547;893;654;1,469;77;69;111;353;320;120;200;1,427;68;;
9273137;Kelheim, Stadt;7,022;3,996;3,026;6,028;994;297;645;1,299;7,345;2,652;4,688;4,370;511;;
9273139;Kirchdorf;424;256;168;392;32;19;46;77;89;39;50;385;18;;
9273141;Langquaid, Markt;2,538;1,483;1,055;2,266;272;106;238;462;1,183;368;815;2,170;133;;
9273147;Mainburg, Stadt;6,453;3,836;2,617;5,175;1,273;287;636;1,095;6,183;2,435;3,746;4,018;455;;
9273152;Neustadt a.d.Donau, Stadt;6,677;3,962;2,715;5,447;1,230;288;619;1,158;8,436;2,951;5,475;3,725;315;;
9273159;Painten, Markt;1,087;642;445;1,041;46;55;95;210;490;233;256;854;45;;
9273163;Elsendorf;959;592;367;813;146;47;86;167;453;119;333;840;55;;
9273164;Riedenburg, Stadt;2,514;1,461;1,053;2,272;242;111;208;493;1,385;678;707;1,836;158;;
9273165;Rohr i.NB, Markt;1,344;772;572;1,238;106;60;140;269;538;240;298;1,104;77;;
9273166;Saal a.d.Donau;2,349;1,314;1,035;2,157;192;110;174;467;2,037;406;1,631;1,943;143;;
9273172;Siegenburg, Markt;1,690;1,009;681;1,415;274;78;152;258;929;293;635;1,397;112;;
9273175;Teugn;789;429;360;772;17;39;65;140;230;56;174;733;37;;
9273177;Train;783;456;327;734;48;53;69;129;361;84;277;699;47;;
9273178;Volkenschwand;729;412;317;657;72;48;61;132;226;92;134;637;45;;
9273181;Wildenberg;618;362;256;573;45;30;63;114;87;32;55;586;29;;
;;;;;;;;;;;;;;;;
9273;Kelheim;52,956;30,518;22,438;46,123;6,817;2,358;4,859;9,577;39,455;27,639;11,792;25,315;3,108;;
;;;;;;;;;;;;;;;;
9274111;Adlkofen;1,861;1,015;846;1,659;202;83;163;362;627;197;430;1,664;97;;
9274112;Aham;828;449;379;791;37;37;100;173;244;68;176;760;42;;
9274113;Altdorf, Markt;4,727;2,661;2,066;3,877;848;173;353;896;3,402;602;2,798;4,125;275;;
9274114;Altfraunhofen;983;542;441;886;97;44;84;182;394;107;287;876;63;;
9274118;Baierbach;318;181;137;300;18;24;29;61;64;14;50;304;24;;
9274119;Bayerbach b.Ergoldsbach;814;470;344;777;37;37;69;129;475;171;304;643;37;;
9274120;Bodenkirchen;2,363;1,371;992;2,232;130;131;218;455;1,450;395;1,054;1,968;115;;
9274121;Buch a.Erlbach;1,604;852;752;1,499;105;64;134;319;601;208;391;1,396;90;;
9274124;Eching;1,883;991;892;1,689;193;67;148;384;1,942;287;1,652;1,596;136;;
9274126;Ergolding, Markt;5,430;2,972;2,458;4,765;658;181;408;1,053;8,449;919;7,521;4,511;374;;
9274127;Ergoldsbach, Markt;3,383;1,946;1,437;3,074;309;154;307;607;1,183;560;621;2,823;156;;
9274128;Essenbach, Markt;5,406;3,092;2,314;4,785;620;177;426;956;5,063;1,115;3,946;4,290;295;;
9274132;Furth;1,402;763;639;1,327;75;55;121;268;622;160;462;1,242;91;;
9274134;Geisenhausen, Markt;3,002;1,660;1,342;2,700;300;142;254;533;2,151;594;1,556;2,408;207;;
9274135;Gerzen;824;472;352;770;54;48;80;168;378;109;269;715;59;;
9274141;Hohenthann;1,779;1,021;758;1,630;149;81;168;289;694;223;469;1,556;105;;
9274145;Kröning;863;486;377;824;38;40;84;159;82;37;45;826;29;;
9274146;Kumhausen;2,238;1,215;1,023;2,050;188;78;165;422;860;136;723;2,102;104;;
9274153;Neufahrn i.NB;1,770;1,035;735;1,536;233;63;155;322;1,062;312;749;1,458;103;;
9274154;Neufraunhofen;430;255;175;407;23;25;36;84;149;40;109;390;23;;
9274156;Niederaichbach;1,871;1,086;785;1,621;250;87;137;320;1,328;156;1,171;1,715;68;;
9274165;Obersüßbach;766;435;331;732;34;35;67;140;124;63;61;703;30;;
9274172;Pfeffenhausen, Markt;2,147;1,292;855;1,922;224;104;209;378;942;382;558;1,765;150;;
9274174;Postau;749;443;306;684;65;35;61;147;79;33;46;716;26;;
9274176;Rottenburg a.d.Laaber, Stadt;3,489;1,983;1,506;2,986;502;174;292;608;2,773;1,113;1,660;2,376;250;;
9274179;Schalkham;331;191;140;323;8;24;31;45;37;15;22;316;19;;
9274182;Tiefenbach;1,512;826;686;1,428;83;44;99;327;474;109;365;1,403;76;;
9274183;Velden, Markt;3,054;1,766;1,288;2,719;333;131;261;598;1,576;644;932;2,410;144;;
9274184;Vilsbiburg, Stadt;5,115;2,891;2,224;4,260;854;264;486;913;9,029;2,236;6,791;2,879;379;;
9274185;Vilsheim;1,139;629;510;1,072;67;43;91;231;243;76;167;1,063;39;;
9274187;Weihmichl;1,147;637;510;1,030;117;63;108;229;205;77;127;1,070;49;;
9274188;Weng;663;388;275;613;50;45;59;125;313;54;259;609;25;;
9274191;Wörth a.d.Isar;1,365;797;568;1,165;199;51;118;244;994;162;831;1,203;80;;
9274193;Wurmsham;556;328;228;533;23;29;62;112;131;53;78;503;34;;
9274194;Bruckberg;2,423;1,302;1,121;2,269;154;90;171;500;1,823;381;1,442;2,042;118;;
;;;;;;;;;;;;;;;;
9274;Landshut;68,235;38,443;29,792;60,935;7,277;2,923;5,754;12,739;49,963;28,840;21,090;39,394;3,912;;
;;;;;;;;;;;;;;;;
9275111;Aicha vorm Wald;1,001;582;419;973;28;66;89;213;984;165;819;836;59;;
9275112;Aidenbach, Markt;1,142;635;507;1,037;105;44;121;222;785;216;569;926;89;;
9275114;Aldersbach;1,712;968;744;1,641;71;85;142;328;2,009;495;1,514;1,217;108;;
9275116;Bad Füssing;2,285;1,160;1,125;1,854;431;99;207;526;3,784;1,090;2,692;1,195;443;;
9275117;Beutelsbach;487;274;213;467;20;27;44;88;106;36;70;451;26;;
9275118;Breitenberg;875;509;366;856;19;52;118;156;272;119;152;756;48;;
9275119;Büchlberg;1,737;936;801;1,614;122;76;174;310;1,392;327;1,065;1,410;107;;
9275120;Eging a.See, Markt;1,748;981;767;1,655;93;78;166;287;1,732;447;1,282;1,301;138;;
9275121;Fürstenstein;1,309;735;574;1,267;42;54;98;286;608;195;413;1,114;88;;
9275122;Fürstenzell, Markt;3,174;1,630;1,544;2,984;190;130;285;637;2,175;826;1,349;2,348;249;;
9275124;Bad Griesbach i.Rottal, Stadt;3,432;1,796;1,636;2,958;473;144;311;717;3,107;1,208;1,896;2,224;290;;
9275125;Haarbach;1,041;564;477;1,019;21;49;89;213;269;102;167;939;56;;
9275126;Hauzenberg, Stadt;5,090;2,906;2,184;4,872;217;266;490;948;4,038;1,707;2,331;3,383;334;;
9275127;Hofkirchen, Markt;1,512;879;633;1,433;79;80;157;270;1,173;266;905;1,246;91;;
9275128;Hutthurm, Markt;2,619;1,444;1,175;2,526;93;133;266;533;2,279;536;1,741;2,083;209;;
9275130;Kirchham;820;394;426;724;96;32;71;173;519;109;410;711;66;;
9275131;Kößlarn, Markt;768;406;362;734;34;42;55;168;273;130;143;638;51;;
9275132;Malching;451;235;216;435;16;29;39;90;116;42;74;409;31;;
9275133;Neuburg a.Inn;1,719;903;816;1,621;98;59;135;364;1,288;258;1,027;1,461;116;;
9275134;Neuhaus a.Inn;1,195;598;597;1,024;171;41;116;260;948;264;683;931;126;;
9275135;Neukirchen vorm Wald;1,307;744;563;1,266;41;37;119;250;719;122;597;1,185;65;;
9275137;Obernzell, Markt;1,490;822;668;1,330;160;70;157;297;1,765;414;1,351;1,076;91;;
9275138;Ortenburg, Markt;2,953;1,638;1,315;2,777;176;128;263;513;2,433;884;1,548;2,068;220;;
9275141;Pocking, Stadt;5,890;2,985;2,905;5,364;526;245;485;1,345;4,723;1,936;2,784;3,953;512;;
9275143;Rotthalmünster, Markt;2,015;1,001;1,014;1,847;168;58;150;418;2,304;587;1,716;1,427;170;;
9275144;Ruderting;1,352;712;640;1,310;42;40;122;270;719;155;564;1,197;82;;
9275145;Ruhstorf a.d.Rott, Markt;2,816;1,502;1,314;2,635;181;117;200;593;3,269;840;2,428;1,976;181;;
9275146;Salzweg;2,795;1,490;1,305;2,654;139;126;265;544;1,902;387;1,514;2,408;158;;
9275148;Sonnen;645;362;283;631;14;40;67;115;231;71;159;574;33;;
9275149;Tettenweis;538;299;239;516;22;25;32;130;304;66;237;472;48;;
9275150;Thyrnau;1,772;940;832;1,679;93;75;169;354;1,996;365;1,630;1,407;131;;
9275151;Tiefenbach;2,939;1,574;1,365;2,829;109;129;289;576;1,431;414;1,017;2,525;163;;
9275152;Tittling, Markt;1,709;934;775;1,635;74;75;177;332;1,686;446;1,239;1,263;149;;
9275153;Untergriesbach, Markt;2,519;1,420;1,099;2,438;80;140;251;477;1,170;469;700;2,050;187;;
9275154;Vilshofen an der Donau, Stadt;6,741;3,900;2,841;5,962;778;271;659;1,255;5,698;2,077;3,617;4,664;502;;
9275156;Wegscheid, Markt;2,260;1,276;984;2,152;108;131;245;429;1,454;646;807;1,614;130;;
9275159;Windorf, Markt;2,011;1,139;872;1,906;104;98;190;366;924;241;682;1,770;95;;
9275160;Witzmannsberg;597;319;278;585;12;35;61;117;185;57;128;540;30;;
;;;;;;;;;;;;;;;;
9275;Passau;76,466;41,592;34,874;71,210;5,246;3,426;7,074;15,170;60,770;43,979;16,756;32,484;5,672;;
;;;;;;;;;;;;;;;;
9276111;Achslach;388;236;152;374;14;22;36;62;85;25;60;363;25;;
9276113;Arnbruck;802;450;352;787;15;34;72;152;406;147;259;655;54;;
9276115;Bayerisch Eisenstein;286;155;131;244;42;15;16;73;228;72;156;214;45;;
9276116;Bischofsmais;1,367;797;570;1,276;91;77;133;253;736;268;468;1,099;92;;
9276117;Bodenmais, Markt;1,325;703;622;1,179;146;42;113;255;1,690;564;1,125;761;175;;
9276118;Böbrach;640;335;305;624;16;44;78;123;127;39;88;601;33;;
9276120;Drachselsried;965;519;446;938;27;54;90;175;493;177;315;788;64;;
9276121;Frauenau;958;514;444;923;35;26;76;212;456;212;244;746;59;;
9276122;Geiersthal;946;556;390;910;36;43;93;169;530;87;442;859;69;;
9276123;Gotteszell;544;309;235;516;28;27;67;84;259;28;231;516;15;;
9276126;Kirchberg i.Wald;1,830;1,064;766;1,769;60;113;187;303;897;335;562;1,495;93;;
9276127;Kirchdorf i.Wald;917;525;392;901;16;61;85;178;315;117;198;800;37;;
9276128;Kollnburg;1,123;649;474;1,100;23;45;116;194;481;150;331;973;64;;
9276129;Langdorf;768;410;358;759;9;39;87;146;107;61;46;707;32;;
9276130;Lindberg;834;444;390;810;24;39;74;178;249;81;167;753;45;;
9276134;Patersdorf;738;431;307;724;14;45;48;130;271;62;209;676;36;;
9276135;Prackenbach;1,230;700;530;1,182;48;62;120;232;400;136;263;1,094;64;;
9276138;Regen, Stadt;4,308;2,324;1,984;4,057;250;212;400;889;6,713;1,855;4,857;2,453;394;;
9276139;Rinchnach;1,254;673;581;1,219;35;74;133;229;279;116;163;1,138;69;;
9276142;Ruhmannsfelden, Markt;832;462;370;784;48;45;82;125;574;107;466;725;83;;
9276143;Teisnach, Markt;1,279;708;571;1,206;73;60;125;232;2,597;454;2,143;825;107;;
9276144;Viechtach, Stadt;3,378;1,816;1,562;3,140;237;172;310;676;6,133;1,729;4,399;1,649;364;;
9276146;Zachenberg;919;546;373;872;47;64;77;150;238;46;192;873;26;;
9276148;Zwiesel, Stadt;3,363;1,799;1,564;3,122;240;137;277;719;3,954;1,536;2,415;1,827;328;;
;;;;;;;;;;;;;;;;
9276;Regen;30,994;17,125;13,869;29,416;1,574;1,552;2,895;5,939;28,218;21,662;6,541;9,332;2,373;;
;;;;;;;;;;;;;;;;
9277111;Arnstorf, Markt;3,168;2,029;1,139;2,534;632;150;322;509;4,898;1,264;3,632;1,904;210;;
9277112;Bayerbach;721;390;331;686;35;32;66;159;256;58;198;663;44;;
9277113;Bad Birnbach, Markt;2,229;1,169;1,060;2,036;192;86;217;479;2,192;740;1,450;1,489;221;;
9277114;Dietersburg;1,121;631;490;1,088;33;77;112;225;463;141;322;980;67;;
9277116;Eggenfelden, Stadt;5,743;3,095;2,648;4,820;922;196;566;1,034;8,647;2,827;5,815;2,916;566;;
9277117;Egglham;938;524;414;915;23;54;78;188;379;127;252;811;60;;
9277118;Ering;641;346;295;628;13;37;68;130;162;62;100;579;39;;
9277119;Falkenberg;1,604;903;701;1,561;43;87;166;316;1,081;273;807;1,331;93;;
9277121;Gangkofen, Markt;2,769;1,556;1,213;2,573;196;163;285;469;1,317;619;698;2,150;175;;
9277122;Geratskirchen;393;220;173;384;9;24;40;68;99;22;77;371;22;;
9277124;Hebertsfelden;1,246;657;589;1,202;44;77;97;277;774;144;629;1,102;84;;
9277126;Johanniskirchen;1,088;618;470;978;110;55;107;233;706;246;459;842;75;;
9277127;Julbach;1,000;567;433;950;50;43;101;233;293;72;221;928;39;;
9277128;Kirchdorf a.Inn;2,070;1,137;933;1,974;95;88;184;482;675;220;455;1,850;97;;
9277131;Malgersdorf;532;301;231;505;27;25;48;84;250;78;172;454;38;;
9277133;Massing, Markt;1,718;980;738;1,537;180;87;189;317;1,892;529;1,361;1,189;136;;
9277134;Mitterskirchen;946;540;406;911;35;52;83;195;383;121;262;825;57;;
9277138;Pfarrkirchen, Stadt;4,847;2,611;2,236;4,115;729;183;467;912;6,518;1,984;4,532;2,861;480;;
9277139;Postmünster;848;460;388;823;25;36;65;160;302;69;233;779;48;;
9277140;Reut;701;426;275;681;20;43;68;133;100;38;62;663;24;;
9277141;Rimbach;354;206;148;344;10;23;38;47;92;25;67;329;25;;
9277142;Roßbach;1,208;710;498;1,136;72;65;103;249;517;197;319;1,009;62;;
9277144;Schönau;790;449;341;743;47;48;86;169;296;129;167;661;51;;
9277145;Simbach a.Inn, Stadt;3,388;1,813;1,575;2,923;465;122;313;656;3,333;1,238;2,091;2,150;372;;
9277147;Stubenberg;553;294;259;537;16;24;52;133;87;45;42;508;32;;
9277148;Tann, Markt;1,605;920;685;1,468;137;84;153;283;780;298;481;1,307;111;;
9277149;Triftern, Markt;2,142;1,158;984;2,004;138;109;219;459;827;329;498;1,813;123;;
9277151;Unterdietfurt;890;522;368;851;39;49;67;192;341;104;237;786;51;;
9277152;Wittibreut;827;480;347;807;20;65;83;160;315;109;206;718;49;;
9277153;Wurmannsquick, Markt;1,502;844;658;1,439;63;87;156;298;694;229;463;1,273;103;;
9277154;Zeilarn;936;574;362;851;85;45;96;181;590;128;462;808;47;;
;;;;;;;;;;;;;;;;
9277;Rottal-Inn;48,518;27,130;21,388;44,004;4,505;2,316;4,695;9,430;39,259;29,835;9,400;18,679;3,601;;
;;;;;;;;;;;;;;;;
9278112;Aholfing;815;449;366;764;51;35;64;153;148;44;104;771;23;;
9278113;Aiterhofen;1,380;719;661;1,232;148;53;125;269;548;146;401;1,234;91;;
9278116;Ascha;719;382;337;699;20;45;77;122;211;58;153;661;35;;
9278117;Atting;690;366;324;650;40;24;39;135;467;58;409;632;40;;
9278118;Bogen, Stadt;4,527;2,534;1,993;3,841;686;179;383;963;5,758;1,423;4,333;3,104;297;;
9278120;Falkenfels;445;262;183;428;17;23;44;73;39;18;21;427;12;;
9278121;Feldkirchen;755;434;321;606;149;25;61;104;233;37;196;718;35;;
9278123;Geiselhöring, Stadt;2,867;1,628;1,239;2,356;509;111;260;540;1,877;776;1,100;2,091;164;;
9278129;Haibach;864;497;367;834;30;60;85;169;215;101;114;763;39;;
9278134;Haselbach;823;446;377;788;35;28;68;170;167;68;99;755;30;;
9278139;Hunderdorf;1,469;822;647;1,397;72;64;116;314;622;150;471;1,319;72;;
9278140;Irlbach;517;297;220;468;49;23;50;89;164;53;111;464;27;;
9278141;Kirchroth;1,708;947;761;1,644;64;71;176;309;495;184;311;1,524;92;;
9278143;Konzell;752;395;357;734;18;43;64;155;1,182;251;931;500;52;;
9278144;Laberweinting;1,378;788;590;1,309;69;65;127;288;424;162;262;1,216;68;;
9278146;Leiblfing;1,898;1,102;796;1,777;121;83;170;317;1,113;423;690;1,475;88;;
9278147;Loitzendorf;267;152;115;264;3;17;38;50;42;15;27;252;9;;
9278148;Mallersdorf-Pfaffenberg, Markt;2,538;1,463;1,075;2,246;292;115;214;510;2,373;780;1,592;1,758;155;;
9278149;Mariaposching;615;322;293;595;20;34;59;104;74;34;40;581;20;;
9278151;Mitterfels, Markt;1,081;599;482;978;103;37;87;205;994;197;795;884;97;;
9278154;Neukirchen;788;441;347;738;49;45;66;162;266;67;199;721;43;;
9278159;Niederwinkling;1,267;668;599;1,187;80;62;102;205;2,103;333;1,766;934;72;;
9278167;Oberschneiding;1,240;683;557;1,162;78;59;116;210;603;197;406;1,043;79;;
9278170;Parkstetten;1,329;699;630;1,261;67;59;98;281;388;115;273;1,214;62;;
9278171;Perasdorf;215;117;98;210;5;11;22;46;93;9;84;206;8;;
9278172;Perkam;641;359;282;620;21;32;38;117;173;41;132;600;24;;
9278177;Rain;1,285;710;575;1,245;40;57;102;277;398;102;296;1,183;55;;
9278178;Rattenberg;694;390;304;672;22;38;58;135;437;116;320;578;40;;
9278179;Rattiszell;576;324;252;552;24;32;54;114;664;83;581;493;23;;
9278182;Salching;1,095;571;524;1,057;38;53;74;207;1,164;104;1,058;991;64;;
9278184;Sankt Englmar;838;478;360;627;210;35;95;143;553;266;287;572;65;;
9278187;Schwarzach, Markt;1,268;703;565;1,144;123;61;148;201;789;237;551;1,031;81;;
9278189;Stallwang;598;335;263;579;19;47;48;98;222;76;144;522;41;;
9278190;Steinach;1,354;745;609;1,253;101;46;105;256;488;114;374;1,240;63;;
9278192;Straßkirchen;1,375;752;623;1,277;98;64;126;279;651;182;469;1,193;74;;
9278197;Wiesenfelden;1,600;949;651;1,535;65;82;166;283;625;188;435;1,412;70;;
9278198;Windberg;480;274;206;421;59;24;35;82;79;30;49;450;15;;
;;;;;;;;;;;;;;;;
9278;Straubing-Bogen;42,751;23,802;18,949;39,150;3,595;1,942;3,760;8,135;26,842;16,079;10,743;26,671;2,325;;
;;;;;;;;;;;;;;;;
9279112;Dingolfing, Stadt;9,531;5,834;3,697;7,197;2,331;366;884;1,725;28,973;5,097;23,859;4,434;555;;
9279113;Eichendorf, Markt;2,972;1,735;1,237;2,652;320;141;274;579;1,371;708;663;2,264;172;;
9279115;Frontenhausen, Markt;2,181;1,279;902;1,868;313;100;220;334;846;285;559;1,896;115;;
9279116;Gottfrieding;1,112;674;438;971;141;50;100;221;279;51;228;1,061;47;;
9279122;Landau a.d.Isar, Stadt;5,759;3,212;2,547;4,749;1,007;261;517;1,041;6,163;2,072;4,084;3,687;434;;
9279124;Loiching;1,706;1,008;698;1,610;95;104;137;334;867;148;717;1,558;66;;
9279125;Mamming;1,733;1,055;678;1,269;464;86;194;248;1,048;451;597;1,282;82;;
9279126;Marklkofen;1,790;1,041;749;1,613;176;82;163;309;3,836;621;3,214;1,169;74;;
9279127;Mengkofen;2,918;1,763;1,155;2,557;361;99;287;518;1,468;437;1,031;2,481;137;;
9279128;Moosthenning;2,299;1,353;946;2,103;192;121;167;432;763;130;633;2,169;68;;
9279130;Niederviehbach;1,217;692;525;1,091;126;62;91;234;678;108;569;1,109;60;;
9279132;Pilsting, Markt;2,888;1,683;1,205;2,569;319;110;236;526;1,046;384;661;2,504;116;;
9279134;Reisbach, Markt;3,665;2,186;1,479;3,124;539;221;332;617;1,341;702;639;2,963;180;;
9279135;Simbach, Markt;1,694;1,004;690;1,476;218;69;178;296;806;349;457;1,345;97;;
9279137;Wallersdorf, Markt;3,092;1,804;1,288;2,693;399;143;279;531;1,667;495;1,170;2,597;154;;
;;;;;;;;;;;;;;;;
9279;Dingolfing-Landau;44,557;26,323;18,234;37,542;7,001;2,015;4,059;7,945;51,152;29,738;21,381;14,819;2,357;;
;;;;;;;;;;;;;;;;
92;Niederbayern;513,633;286,735;226,898;459,120;54,383;21,964;46,664;96,571;479,737;423,174;56,286;90,444;34,886;;
;;;;;;;;;;;;;;;;
9361000;Amberg;16,816;9,021;7,795;15,277;1,533;528;1,390;3,483;27,511;9,607;17,897;7,209;1,399;;
;;;;;;;;;;;;;;;;
9362000;Regensburg;64,375;34,095;30,280;53,332;11,020;1,289;5,453;9,325;125,114;44,790;80,274;19,585;5,058;;
;;;;;;;;;;;;;;;;
9363000;Weiden i.d.OPf.;16,657;8,574;8,083;14,970;1,683;499;1,452;3,327;28,156;9,853;18,291;6,804;1,576;;
;;;;;;;;;;;;;;;;
9371111;Ammerthal;874;464;410;852;22;44;76;169;176;62;114;812;29;;
9371113;Auerbach i.d.OPf., Stadt;3,909;2,121;1,788;3,629;280;154;339;804;4,125;1,716;2,404;2,193;203;;
9371116;Birgland;763;435;328;749;14;42;76;167;267;82;185;681;48;;
9371118;Ebermannsdorf;1,040;555;485;997;43;34;74;197;920;88;832;952;53;;
9371119;Edelsfeld;748;402;346;723;25;39;75;167;529;139;390;609;52;;
9371120;Ensdorf;903;493;410;885;18;43;73;182;266;85;181;818;42;;
9371121;Freihung, Markt;1,066;593;473;1,024;42;61;105;227;355;151;204;915;53;;
9371122;Freudenberg;1,851;983;868;1,811;39;91;165;352;463;152;309;1,699;64;;
9371123;Gebenbach;401;220;181;376;25;22;44;75;116;27;89;374;21;;
9371126;Hahnbach, Markt;2,095;1,169;926;2,023;72;97;194;429;713;233;480;1,862;114;;
9371127;Hirschau, Stadt;2,482;1,325;1,157;2,400;82;88;224;542;2,474;737;1,736;1,745;145;;
9371128;Hirschbach;519;301;218;482;37;35;50;102;160;47;112;472;31;;
9371129;Hohenburg, Markt;663;362;301;650;13;26;63;146;150;63;87;600;35;;
9371131;Illschwang;919;520;399;900;19;51;79;181;308;97;211;822;53;;
9371132;Kastl, Markt;978;542;436;928;50;49;85;193;302;155;147;823;58;;
9371135;Königstein, Markt;753;422;331;731;22;36;75;166;308;96;212;657;42;;
9371136;Kümmersbruck;4,361;2,273;2,088;4,227;134;135;340;958;3,099;633;2,465;3,728;199;;
9371140;Etzelwang;643;358;285;581;62;33;51;144;155;64;91;579;34;;
9371141;Neukirchen b.Sulzbach-Rosenbg.;980;547;433;957;23;46;85;231;448;135;312;845;55;;
9371144;Poppenricht;1,465;774;691;1,429;35;58;104;281;218;72;146;1,393;43;;
9371146;Rieden, Markt;1,186;645;541;1,137;49;61;103;226;376;160;216;1,026;65;;
9371148;Schmidmühlen, Markt;1,013;559;454;968;45;45;84;240;421;137;284;876;54;;
9371150;Schnaittenbach, Stadt;1,834;1,016;818;1,766;68;66;162;418;860;283;577;1,551;103;;
9371151;Sulzbach-Rosenberg, Stadt;8,106;4,404;3,702;7,608;495;328;671;1,810;8,920;3,651;5,268;4,455;510;;
9371154;Ursensollen;1,647;888;759;1,597;50;87;125;340;986;238;748;1,409;107;;
9371156;Vilseck, Stadt;2,110;1,129;981;1,904;205;77;207;505;1,680;743;934;1,367;135;;
9371157;Weigendorf;537;300;237;504;33;23;42;143;121;41;80;496;26;;
;;;;;;;;;;;;;;;;
9371;Amberg-Sulzbach;43,846;23,800;20,046;41,838;2,002;1,871;3,771;9,395;28,916;18,661;10,240;25,185;2,374;;
;;;;;;;;;;;;;;;;
9372112;Arnschwang;834;444;390;809;25;41;73;136;265;84;180;750;52;;
9372113;Arrach;1,057;612;445;1,039;18;62;105;209;395;172;223;885;50;;
9372115;Blaibach;842;470;372;801;41;35;77;169;249;61;184;781;46;;
9372116;Cham, Stadt;7,025;3,835;3,190;6,364;659;290;619;1,355;17,001;3,811;13,184;3,214;802;;
9372117;Chamerau;1,065;565;500;1,026;39;42;89;203;620;110;509;955;68;;
9372124;Eschlkam, Markt;1,361;757;604;1,345;15;94;145;224;451;210;241;1,151;86;;
9372125;Falkenstein, Markt;1,323;758;565;1,234;89;67;113;232;675;235;438;1,088;94;;
9372126;Furth im Wald, Stadt;3,366;1,792;1,574;3,151;215;149;324;693;3,453;1,376;2,073;1,990;334;;
9372128;Gleißenberg;380;212;168;373;7;19;39;67;*;24;*;356;*;;
9372130;Grafenwiesen;645;344;301;625;20;39;51;123;140;49;91;596;27;;
9372135;Hohenwarth;783;421;362;774;9;35;61;162;233;101;130;682;42;;
9372137;Bad Kötzting, Stadt;2,841;1,509;1,332;2,697;144;97;233;562;3,815;1,046;2,769;1,795;330;;
9372138;Lam, Markt;1,002;540;462;960;41;46;97;194;763;273;489;729;92;;
9372142;Michelsneukirchen;790;447;343;769;21;50;93;129;303;90;212;700;44;;
9372143;Miltach;961;524;437;926;35;39;89;198;934;224;710;737;73;;
9372144;Neukirchen b.Hl.Blut, Markt;1,479;824;655;1,420;59;94;155;268;936;359;576;1,120;117;;
9372146;Pemfling;920;529;391;912;8;42;85;162;256;78;178;842;37;;
9372147;Pösing;431;240;191;417;14;22;45;76;220;32;188;399;21;;
9372149;Reichenbach;551;318;233;533;18;12;51;109;964;224;740;327;20;;
9372150;Rettenbach;796;456;340;778;18;37;72;151;133;56;77;740;27;;
9372151;Rimbach;769;418;351;758;11;35;80;173;291;65;226;704;36;;
9372153;Roding, Stadt;5,612;3,126;2,486;4,958;654;249;579;1,028;8,924;2,987;5,933;2,625;374;;
9372154;Rötz, Stadt;1,393;784;609;1,292;100;81;161;219;1,301;406;894;987;132;;
9372155;Runding;1,038;566;472;1,022;16;41;104;218;625;154;471;884;49;;
9372157;Schönthal;751;426;325;742;9;49;90;110;310;116;194;635;54;;
9372158;Schorndorf;1,266;666;600;1,245;21;52;131;242;404;90;314;1,176;64;;
9372161;Stamsried, Markt;1,031;605;426;915;115;47;116;160;232;94;137;937;54;;
9372163;Tiefenbach;742;447;295;718;23;56;89;140;203;74;129;668;46;;
9372164;Traitsching;1,811;996;815;1,752;59;85;154;348;502;176;326;1,634;83;;
9372165;Treffelstein;383;229;154;374;9;25;41;77;87;37;50;346;28;;
